,code,name,mbrg,nprg,nav,targ,epsg,seg
0,002468,申通快递,583.0083,4086723.1684,616.2619,407.1716,10150.0,647.4373
1,000892,欢瑞世纪,5396.8966,20285.3406,63009.3168,37643.7526,19900.0,63009.3168
2,300189,神农基因,248.439,18064.4318,1.9729,41.9041,127.3973,1.0553
3,002352,顺丰控股,8499.2014,16456.665,2803.4748,4884.6749,381.8182,2797.1335
4,002067,景兴纸业,24.6052,15053.1961,11.4982,-0.4867,2800.0,11.9269
5,300177,中海达,20.0093,11586.1078,0.6491,8.097,1100.0,2.7094
6,000971,高升控股,323.1068,4183.841,115.6708,114.5887,2400.0,115.5367
7,002505,大康农业,60.9142,3054.9008,-0.1228,96.7326,1290.0,-2.446
8,000766,通化金马,330.294,2987.8146,85.2517,27.6207,2200.0,83.5366
9,000038,深大通,236.9654,2882.7057,3202.4617,758.4608,1396.4516,4277.1001
10,600975,新五丰,27.5511,2867.8615,14.8237,13.2464,130.7692,14.4138
11,000820,神雾节能,255.8891,2809.623,178.1007,73.2544,1784.4221,178.1007
12,000541,佛山照明,17.0266,2747.9878,-1.0334,0.8576,1906.9048,-0.6585
13,000802,北京文化,165.2192,2447.1433,327.0725,270.876,1479.6703,336.6084
14,002463,沪电股份,12.2337,2256.548,4.2514,-2.0599,2263.6364,4.2514
15,000813,德展健康,182.5128,2091.3087,173.2638,99.1075,4975.7576,252.7803
16,600233,圆通速递,1752.6275,1851.3871,526.4094,633.4259,108.443,666.8768
17,002670,国盛金控,-21.5569,1815.2801,1386.6195,2381.6737,505.1223,1396.7978
18,000034,神州数码,8748.3663,1785.4053,1317.4734,3702.8692,1016.6667,1316.1312
19,600515,海航基础,652.1922,1660.288,4867.718,2490.1367,303.4392,3764.2583
20,002676,顺威股份,8.1264,1644.3953,2.71,10.0564,700.0,2.8601
21,002647,民盛金科,-40.6847,1604.7161,2.0121,6.5082,1150.0,12.152
22,600771,广誉远,118.7008,1550.1161,134.5945,100.9373,4300.0,138.9009
23,002366,台海核电,207.4718,1437.1545,33.0931,19.5828,1700.0,26.4184
24,002120,韵达股份,650.3387,1436.2543,494.8103,629.2321,300.0,559.7623
25,002407,多氟多,30.93,1404.6484,22.4395,37.4639,347.0588,25.692
26,600679,上海凤凰,36.7629,1356.3219,4.0697,4.6981,1171.8447,3.6407
27,000036,华联控股,430.9525,1328.8796,50.0077,50.462,1812.4797,65.5244
28,600075,新疆天业,146.0353,1325.5356,109.3648,142.8733,848.8273,144.4165
29,600531,豫光金铅,23.6012,1320.2995,115.5024,51.7222,400.0,121.2136
30,600984,建设机械,96.1596,1252.4622,2.7742,7.7036,646.2428,2.7501
31,000150,宜华健康,25.7199,1248.9346,49.1373,58.2539,1289.8829,44.4252
32,600019,宝钢股份,13.2298,1189.1308,7.5931,14.4623,816.6667,7.5022
33,000627,天茂集团,-11.0479,1140.8643,1043.5407,4792.7471,144.4444,693.3565
34,000890,法尔胜,33.6613,1130.3719,-20.7885,195.0629,2434.2466,-23.3018
35,000863,三湘印象,1190.6278,1080.088,119.7305,2.86,427.2727,113.6673
36,300116,坚瑞沃能,557.0305,1059.2883,717.0556,1337.3837,720.3678,718.7925
37,600702,沱牌舍得,26.4197,1025.1063,3.5394,5.4177,1027.0142,3.5394
38,300089,文化长城,1.677,1003.7899,120.0605,106.4374,337.5,120.0207
39,002232,启明信息,-8.5758,991.2944,4.6089,2.4082,1353.2468,4.5057
40,002746,仙坛股份,19.3207,987.1877,105.8305,71.2662,893.3333,105.8668
41,002637,赞宇科技,54.5043,970.7143,109.9038,124.334,320.0,77.6282
