,code,name,mbrg,nprg,nav,targ,epsg,seg
42,000521,美菱电器,20.2661,937.5465,51.0632,37.9579,682.9971,50.5406
43,002092,中泰化学,53.0631,932.7239,39.4229,26.0362,17149.0909,60.018
44,000055,方大集团,64.8273,861.6463,72.5816,52.0346,550.0,79.1792
45,601233,桐昆股份,17.5965,852.7188,57.8441,25.7877,758.3333,58.0182
46,000564,供销大集,128.3594,851.5112,1102.1109,394.4068,54.0,1101.0801
47,600782,新钢股份,20.0642,841.3273,5.9523,3.3991,314.9425,5.802
48,600960,渤海活塞,72.5424,834.8187,108.2324,123.0068,192.0,110.6476
49,000420,吉林化纤,34.5763,824.1511,176.7031,74.3574,38.806,177.8806
50,600371,万向德农,-14.3156,806.1338,12.7965,12.0,700.0,12.9287
51,002210,飞马国际,9.5002,806.019,67.9019,-4.3257,507.6923,64.5694
52,300058,蓝色光标,47.5825,789.3883,7.9461,0.9772,725.0,28.6163
53,600661,新南洋,19.2715,780.4157,10.9736,20.9248,204.2241,11.9274
54,002188,巴士在线,260.1699,780.0748,4.6733,5.4587,416.6667,4.687
55,000927,一汽夏利,-40.5022,757.8122,10.2759,-20.2346,800.885,10.5771
56,600090,同济堂,646.6174,757.6581,616.1766,402.8287,985.7143,1104.5409
57,600395,盘江股份,-3.8044,744.8982,8.1639,11.0095,742.8571,8.6163
58,000510,金路集团,-5.3043,730.9429,6.4756,-14.3156,312.5541,7.5482
59,002137,麦达数字,91.0637,697.4618,79.3501,42.812,570.9184,79.1844
60,300331,苏大维格,13.8476,694.1957,166.5551,160.2287,240.0,172.3738
61,000952,广济药业,27.5483,689.0918,28.2793,0.812,579.5181,27.6929
62,300283,温州宏丰,24.1157,671.3007,2.8316,46.4189,200.0,3.6065
63,002182,云海金属,30.0522,651.1664,29.8879,19.0437,414.8184,55.8774
64,600828,茂业商业,393.089,647.8323,238.6928,449.1707,143.1431,200.2915
65,300073,当升科技,55.1036,647.5609,8.0019,24.2493,592.848,8.0019
66,600737,中粮糖业,16.1953,645.6529,13.6455,29.1508,576.5499,12.0888
67,300140,中环装备,354.0634,635.1322,54.3038,175.0877,853.6496,59.4614
68,600730,中国高科,-95.5851,634.0498,36.3226,60.6273,336.3636,38.5152
69,000609,绵石投资,-71.0786,632.7298,10.4622,6.7769,488.2353,10.5787
70,300343,联创互联,141.6535,623.8325,136.9423,104.0823,20.0,140.5816
71,002079,苏州固锝,46.2332,606.0271,17.0097,17.8849,403.2258,14.474
72,002435,长江润发,98.6463,585.2237,474.7901,313.8092,118.1818,469.2132
73,600482,中国动力,260.6758,578.1127,1112.5682,808.098,115.1515,1059.4407
74,002493,荣盛石化,58.6856,578.0837,14.7274,8.4536,375.0,17.2214
75,000548,湖南投资,15.6394,570.2399,3.3426,15.3803,200.0,3.959
76,002155,湖南黄金,17.0691,567.9188,27.3532,12.8682,300.0,27.4549
77,600070,浙江富润,9.2838,557.902,100.9643,74.7415,300.0,124.2971
78,300040,九洲电气,73.8994,549.2043,8.7865,21.0814,457.1429,8.8023
79,000936,华西股份,5.5822,543.345,70.0813,124.6911,518.1818,76.6078
80,600503,华丽家族,122.2051,543.2398,3.0163,20.6215,504.5113,3.3884
81,002636,金安国纪,19.9832,530.21,24.6261,18.4533,533.7838,24.6261
82,600726,华电能源,-6.1703,523.2679,6.8192,3.755,700.0,6.1417
83,000007,全新好,-60.7318,516.1247,17.2719,7.0786,457.4257,0.342
84,600507,方大特钢,9.5172,505.2848,29.087,-8.9045,525.0,31.4431
85,002321,华英农业,35.3814,495.8954,78.0101,24.9938,317.0732,62.8167
86,002176,江特电机,234.2915,490.7039,27.8783,14.1578,366.6667,52.5028
87,000938,紫光股份,107.5648,489.257,907.7877,490.4927,44.5799,898.3012
88,000004,国农科技,138.8206,479.1955,9.1269,-43.8848,3040.9396,48.2063
89,002464,众应互联,-33.9054,470.5808,20.0733,-7.4512,477.2727,20.0733
90,300131,英唐智控,138.3465,462.553,11.9428,43.8918,137.5,10.3257
91,600208,新湖中宝,17.1012,461.3223,17.7066,25.2665,371.4286,20.4349
92,600718,东软集团,-0.2173,456.2602,26.0012,-2.9975,387.0968,26.9237
93,600798,宁波海运,8.0829,453.0841,3.7003,1.9478,419.3939,2.9808
94,603055,台华新材,18.2876,449.7116,17.7628,-6.1767,422.2222,17.7628
95,000703,恒逸石化,6.932,448.0771,58.6648,9.2252,281.25,74.7193
96,300688,创业黑马,10.4633,446.5533,27.993,16.4334,618.1818,30.9484
97,300277,海联讯,-22.4148,432.1199,4.2956,5.0659,30.0,3.8093
98,002301,齐心集团,81.1094,428.8803,9.2461,55.4543,460.0,9.2577
99,600868,梅雁吉祥,46.2721,421.7939,3.5347,-4.0027,245.1923,3.7235
100,300324,旋极信息,123.2718,418.9975,259.3776,213.4172,71.547,256.713
101,600576,祥源文化,98.2367,410.4881,5.9839,1.563,240.0,6.3495
102,000059,华锦股份,-5.8409,409.79,20.2526,4.8473,438.0952,20.5669
103,002068,黑猫股份,-8.2434,407.7939,5.7352,-2.222,433.3333,4.2952
104,600966,博汇纸业,10.4637,397.1555,4.9359,-0.7914,422.9167,5.1114
105,600389,江山股份,77.4795,395.5215,6.3963,4.3138,230.3371,6.3963
106,600693,东百集团,85.0882,391.7668,11.1939,10.3257,-3.6815,5.5745
107,002362,汉王科技,14.1333,390.5987,4.472,10.3511,342.6667,3.454
108,600255,梦舟股份,-10.9224,388.2087,2.9491,-0.0597,450.0,2.7222
109,601636,旗滨集团,34.6554,387.1132,17.5842,-0.6781,379.8561,17.5935
110,600589,广东榕泰,44.6036,386.5391,45.6194,23.6347,300.0,45.8367
111,002259,升达林业,136.7843,381.5299,54.9212,16.2184,380.9524,95.139
112,000727,华东科技,36.344,380.7958,0.321,5.7174,4.0,0.1933
113,002114,罗平锌电,6.8828,375.3344,9.7733,5.7669,342.8571,10.0526
114,002674,兴业科技,8.8081,374.5838,47.8635,5.3489,341.2409,47.8635
115,600338,西藏珠峰,-0.9852,363.6858,93.7397,61.2897,306.2831,94.7417
116,300264,佳创视讯,59.0082,363.4508,1.064,35.1867,0.0,2.22
117,603113,金能科技,17.0867,361.6118,16.171,6.3393,366.6667,16.171
118,002607,亚夏汽车,25.6693,355.8198,121.6643,15.8339,300.0,126.4924
119,600715,文投控股,193.6587,341.623,15.1551,28.2249,12.5,14.6343
120,002247,帝龙文化,84.3283,339.6032,324.5333,273.9317,63.6364,332.4108
121,600493,凤竹纺织,5.8622,334.0725,7.967,1.2556,333.8912,7.967
122,000560,昆百大A,43.1921,333.6027,0.8811,9.6852,103.003,0.5417
123,000868,安凯客车,18.2793,327.9735,2.3949,47.0049,16.6667,3.1797
124,600903,贵州燃气,10.3432,327.5892,82.4969,30.1244,114.2857,114.307
125,002903,宇环数控,135.6691,322.9836,32.1086,29.0953,256.6667,29.6753
126,600026,中远海能,1.7926,322.7759,3.3928,-15.1463,386.5306,6.6773
127,002466,天齐锂业,109.1496,319.5497,42.2978,49.0879,60.4167,49.4362
128,002600,江粉磁材,147.5008,319.5494,87.4785,107.7505,266.6667,93.8074
129,002118,紫鑫药业,29.4122,314.6442,85.822,32.7269,62.5,85.9264
130,002218,拓日新能,56.8097,314.3751,3.6977,13.0732,320.0,3.6977
131,002091,江苏国泰,307.3298,314.0814,175.5997,279.2815,11.9403,116.3809
132,600213,亚星客车,68.4865,313.1752,48.3274,72.8668,211.1111,96.2585
133,300094,国联水产,26.6073,312.6579,4.692,18.9661,86.3354,4.692
134,002006,精功科技,7.0945,310.2331,7.168,3.6745,366.6667,7.4405
135,600568,中珠医疗,19.2231,308.4806,127.306,66.2987,214.0097,140.3746
136,600628,新世界,-3.0732,308.002,54.4882,20.8478,350.0,58.1043
137,600167,联美控股,169.8135,305.3135,115.0066,100.8712,22.7718,112.8527
138,603444,吉比特,335.077,304.2095,317.959,326.4208,234.4512,299.0801
139,300156,神雾环保,157.2772,303.5987,41.9985,60.2654,55.5556,44.0904
140,002587,奥拓电子,55.9109,303.2428,52.1054,80.3973,283.3333,52.2415
141,002217,合力泰,139.1365,301.9928,62.5733,85.6561,221.0526,62.5807
142,002509,天广中茂,250.501,301.2547,9.3196,44.6438,17.3913,9.5122
143,300121,阳谷华泰,44.1687,298.7958,30.8099,13.7537,300.0,30.8099
144,002709,天赐材料,94.2522,297.6182,37.135,43.6053,50.0,37.5741
145,000987,越秀金控,0.0406,295.8117,687.9787,1914.5805,-46.25,461.1984
146,300459,金科文化,76.6363,295.7125,667.0859,511.5677,0.0,691.2578
147,600163,中闽能源,-41.9415,290.3304,6.7879,4.4176,1666.6667,7.1517
148,300221,银禧科技,25.4062,290.0353,20.5606,26.168,280.0,19.9813
149,600789,鲁抗医药,3.9541,289.8086,4.0262,3.9761,400.0,2.4916
150,002714,牧原股份,86.6474,289.6778,60.745,82.968,82.9268,60.745
151,300279,和晶科技,68.3868,287.6787,181.0866,107.6445,151.2465,171.5217
152,002601,龙蟒佰利,56.9751,286.1125,440.3779,213.2864,-24.5614,436.9302
153,600308,华泰股份,14.7941,282.8641,2.5797,-7.1041,183.6364,2.6965
154,002040,南京港,40.8324,282.3131,319.6094,330.3047,281.4059,247.0518
155,002579,中京电子,37.2622,280.4336,48.8025,24.1842,287.5,49.4637
156,002624,完美世界,445.3327,278.8372,635.865,437.7354,62.7119,603.3202
157,002384,东山精密,110.4574,278.1961,1.0484,119.0084,325.0,1.7234
158,002477,雏鹰农牧,68.2823,277.8565,44.3357,66.2645,27.2727,16.8765
159,002460,赣锋锂业,110.0649,272.9394,32.2496,50.6889,81.0294,32.1785
160,000635,英力特,-5.883,269.5623,3.6468,5.9251,267.3469,3.6468
161,600129,太极集团,8.7014,268.364,-2.4032,-6.0792,268.053,26.2352
162,000587,金洲慈航,6.4606,266.7073,15.4426,79.286,113.0435,11.5245
163,600864,哈投股份,-3.4285,265.6071,243.321,374.2011,20.0,250.7914
164,300401,花园生物,117.6243,262.5166,5.7655,11.336,242.8571,5.7655
165,002365,永安药业,-1.1682,260.7642,5.146,5.8463,253.6093,5.1924
166,000709,河钢股份,1.9802,255.88,2.2679,4.0145,200.0,2.767
167,300685,艾德生物,43.0294,254.0843,24.2034,16.8126,220.0,27.8297
168,002161,远望谷,-4.1027,251.3771,0.1601,12.867,150.0,0.4243
169,300158,振东制药,45.1311,250.0912,159.6329,68.8931,147.5724,162.971
170,300201,海伦哲,72.4479,249.7367,72.9468,95.3278,22.4209,73.5919
171,300062,中能电气,36.8569,249.6947,-13.252,-30.198,292.3077,12.5717
172,300378,鼎捷软件,11.7532,249.664,3.8932,14.9286,166.6667,3.5607
173,002124,天邦股份,10.7023,246.4021,26.5626,26.5739,15.6863,28.9173
174,601717,郑煤机,-19.5601,245.433,1.4141,-2.5447,26.6667,1.8058
175,300120,经纬电材,24.2505,243.3662,2.558,-0.9746,134.9693,1.1231
176,300335,迪森股份,108.4158,243.1371,-23.6154,34.9834,150.0,-31.6875
177,002307,北新路桥,27.601,240.6104,10.2509,20.9534,16.6667,18.8098
178,603026,石大胜华,9.7391,238.8871,13.049,2.5687,250.0,11.9552
179,300194,福安药业,83.1696,238.8332,85.547,77.3885,183.3333,85.6562
180,600178,东安动力,101.2006,235.1558,4.6699,27.4789,235.3057,4.6699
181,300063,天龙集团,208.6022,232.1838,7.8935,10.01,127.2263,7.5948
182,600986,科达股份,190.6716,232.1057,9.9023,-8.1142,108.6957,10.2315
183,300242,明家联合,213.4745,229.2408,9.0864,8.7525,11.5385,9.0864
184,300420,五洋科技,193.4641,226.9752,47.9812,3.2093,7.1429,45.4757
185,300239,东宝生物,8.4538,226.4569,1.7428,6.8059,43.7931,1.7428
186,300253,卫宁健康,26.7296,225.3914,129.7222,92.91,130.4348,130.8732
187,600489,中金黄金,5.0305,224.261,28.424,5.3732,266.6667,34.2548
188,600331,宏达股份,-6.6929,223.5792,2.5337,0.4103,225.7732,2.735
189,300048,合康新能,75.5249,219.2662,6.5361,46.4176,53.3333,6.6199
190,300143,星普医科,54.3722,218.6017,47.9505,37.054,214.2857,49.8247
191,002615,哈尔斯,76.883,215.6884,17.7784,64.291,120.0,17.3143
192,300216,千山药机,39.9708,214.3596,22.913,42.5519,235.2941,18.9917
193,002001,新和成,22.8574,214.3335,14.7026,17.3394,197.2973,14.3887
194,002438,江苏神通,40.4565,211.22,7.6633,11.0556,200.0,7.6633
195,300318,博晖创新,50.29,211.0249,18.7918,1.1643,-4.2904,2.2301
196,002157,正邦科技,15.2524,209.1081,75.1008,25.5587,0.0,85.5203
197,300056,三维丝,51.7779,208.9435,100.1363,104.408,185.7143,101.1576
198,600477,杭萧钢构,14.5805,206.4096,14.3257,-2.3018,158.6826,30.96
199,002597,金禾实业,12.8414,206.2969,20.6245,18.0041,155.2632,22.0221
200,300065,海兰信,118.5914,205.9913,6.0804,9.1369,100.0,6.6216
201,601212,白银有色,1.9043,205.682,16.9175,-1.5026,122.2222,-0.8731
202,000056,皇庭国际,21.4515,203.5766,10.1703,33.0776,11.1111,2.5122
203,601137,博威合金,45.342,202.1977,52.9333,69.2658,12.1212,52.9333
204,600490,鹏欣资源,43.1768,201.5872,10.3557,1.8993,200.0,118.0404
205,300132,青松股份,-5.3772,200.3067,5.7065,-20.7294,200.7092,5.7065
206,000923,河北宣工,2.375,199.8205,-3.1499,-3.5362,165.0,-3.1499
207,600438,通威股份,48.3321,199.6246,357.1176,251.3886,-20.602,367.124
208,300081,恒信东方,-14.2583,198.5023,40.8281,31.0737,-55.5,42.152
209,600433,冠豪高新,34.336,198.4164,3.7219,4.6617,208.2192,3.9362
210,300613,富瀚微,77.1372,198.0026,74.8009,61.9535,200.0,78.5373
211,601012,隆基股份,93.8872,197.8602,78.5303,87.8044,177.4194,79.1285
212,600148,长春一东,19.5147,196.8314,5.2971,13.902,987.3418,3.8765
213,601600,中国铝业,16.7034,196.2984,10.5175,0.4267,100.0,-1.8858
214,600258,首旅酒店,389.4043,195.6978,398.009,336.5927,66.3046,466.6127
215,600667,太极实业,118.7662,195.595,116.4365,175.3402,600.0,139.6703
216,002511,中顺洁柔,28.7387,195.2699,10.7816,-0.7001,200.0,10.7816
217,603707,健友股份,24.1473,193.8086,20.311,17.3661,195.8333,20.311
218,600420,现代制药,240.229,192.9231,330.5262,262.91,27.6715,329.3803
219,600421,ST仰帆,1.1658,190.9191,16.0678,-19.3654,1900.0,56.8777
220,300256,星星科技,28.5368,190.6437,2.9193,23.3062,-7.0844,2.059
221,300383,光环新网,291.8018,190.0836,459.141,465.9684,138.0952,694.669
222,600416,湘电股份,15.2427,188.8681,65.2037,7.4829,88.8889,67.5532
223,000544,中原环保,80.7481,188.2893,427.7419,156.4609,31.5789,428.5421
224,002537,海联金汇,27.5639,187.4164,291.4912,414.8828,150.0,347.0038
225,002748,世龙实业,14.3992,183.5102,10.2191,14.07,32.9068,10.2191
226,000040,东旭蓝天,126.5375,182.6017,727.1056,155.4026,46.1538,726.9646
227,300348,长亮科技,49.1839,181.8732,16.8793,14.8884,31.8872,15.6352
228,600231,凌钢股份,16.14,181.251,2.3328,0.6534,-16.6667,2.3328
229,600216,浙江医药,17.4027,180.8325,5.6946,6.8554,182.3529,5.8057
230,603363,傲农生物,24.0676,180.0511,33.3111,26.9593,150.0,24.1478
231,300031,宝通科技,211.7366,179.6203,192.4526,197.8909,68.072,186.4145
232,300310,宜通世纪,53.7401,179.4172,224.4947,198.7303,44.4444,224.2935
233,000008,神州高铁,44.8569,179.366,112.2543,128.2487,146.1538,110.209
234,300008,天海防务,34.1618,178.5879,207.6538,123.2542,91.8919,209.323
235,002589,瑞康医药,60.1921,177.6553,120.3841,76.6798,128.4091,115.2395
236,600188,兖州煤业,47.7845,175.8215,18.7219,4.7176,140.4462,5.5652
237,600801,华新水泥,1.9172,175.2008,3.6087,7.6121,328.5714,4.0517
238,600641,万业企业,30.7983,174.1627,10.6864,15.1578,239.7636,17.6107
239,002425,凯撒文化,-17.8018,173.1786,62.1499,57.6627,68.4211,72.9634
240,002626,金达威,38.1241,172.8213,41.4713,11.8172,155.0,48.4001
241,000663,永安林业,74.2796,171.8548,5.7505,8.5416,80.0,5.6763
242,000878,云南铜业,4.4819,171.4447,4.8339,-1.1219,700.0,6.7879
243,002408,齐翔腾达,37.3214,170.8029,5.5721,6.2369,12.0,6.1523
244,002502,骅威文化,37.5401,170.2725,2.0061,8.3936,0.0,1.9076
245,300246,宝莱特,56.1908,168.6867,9.4179,18.2415,187.5,8.3537
246,603659,璞泰来,81.7737,166.9208,55.0052,72.9249,255.5556,55.0052
247,601388,怡球资源,7.9205,166.3094,3.4209,24.1996,-50.0,3.4209
248,002314,南山控股,2.1034,166.2883,8.6767,29.2572,133.3333,-3.1267
249,300215,电科院,32.5844,166.2377,39.8401,-2.1331,150.0,43.5325
250,300297,蓝盾股份,57.205,165.8394,185.8232,179.2505,130.7692,187.3989
251,002043,兔宝宝,62.5577,165.6254,74.8328,70.2312,60.0,77.1179
252,000759,中百集团,-6.3107,165.0298,1.0432,5.4342,-5.0,0.2178
253,002606,大连电瓷,23.6439,164.8191,12.3368,2.1128,161.1111,12.57
254,300726,宏达电子,13.7303,164.1604,44.6914,34.7041,133.2622,46.452
255,002048,宁波华翔,27.4827,163.4269,7.5981,28.4101,350.0,11.4989
256,601619,嘉泽新能,84.115,163.2997,7.1498,11.1842,120.4482,7.0981
257,002132,恒星科技,18.934,163.036,53.7225,52.0773,50.0,55.8664
258,600161,天坛生物,29.5273,162.1573,9.1548,2.6866,2450.0,13.0222
259,002491,通鼎互联,32.704,161.6977,4.7394,28.8608,181.6656,4.8398
260,603690,至纯科技,26.8864,161.5007,17.6249,24.3374,156.6372,18.1746
261,603533,掌阅科技,87.226,161.1403,11.7872,22.4694,110.0,11.7872
262,002243,通产丽星,3.4926,161.0022,2.1666,3.0314,244.4976,1.8171
263,600285,羚锐制药,34.4189,160.066,22.5121,10.0749,140.0,22.3273
264,300732,设研院,46.1143,159.7077,21.7449,38.8797,126.4151,21.7449
265,603507,振江股份,94.9601,158.8937,38.1846,53.9829,102.5066,38.1846
266,300708,聚灿光电,36.6144,158.819,12.6966,8.8758,151.6026,12.6966
267,600277,亿利洁能,37.1281,157.4453,3.0242,12.4007,100.0,3.831
268,002640,跨境通,115.5342,157.2855,107.9729,127.6735,7.4074,105.8057
269,002654,万润科技,87.1461,157.2103,66.4081,57.7704,-30.7692,66.9985
270,603260,合盛硅业,26.5823,156.8654,33.1476,15.5347,159.5238,31.4444
271,002172,澳洋科技,28.0153,156.1264,13.2715,12.1544,94.3734,16.8247
272,002694,顾地科技,-13.5779,155.9977,7.2844,2.3503,71.4286,3.8761
273,600779,水井坊,37.609,155.522,14.6835,22.7772,155.4692,14.6835
274,600575,皖江物流,84.5883,155.1211,135.2228,196.5628,71.4286,106.2391
275,002355,兴民智通,17.0964,153.0598,3.8179,22.4955,100.0,2.3966
276,603305,旭升股份,62.255,152.9408,62.6566,48.1497,159.0909,62.6566
277,603869,北部湾旅,152.4529,151.8581,367.5309,460.0429,94.2857,359.9148
278,002171,楚江新材,-1.1578,150.829,85.9804,52.7918,133.8889,91.2945
279,600468,百利电气,-3.259,147.4519,156.3594,80.125,171.9346,174.8721
280,300573,兴齐眼药,17.9727,146.953,33.6472,10.8263,143.2432,33.6472
281,002612,朗姿股份,19.5311,146.9155,39.3448,58.5927,10.8108,5.9758
282,300362,天翔环境,117.4746,146.6742,7.4463,10.1515,-34.2219,6.9522
283,002131,利欧股份,67.4408,145.3863,28.9526,34.4191,94.7368,28.9176
284,601958,金钼股份,6.4058,143.1298,-0.6899,-2.8183,100.0,-0.7585
285,300702,天宇股份,28.8368,142.9513,22.4978,14.2252,142.8571,22.4978
286,002604,龙力生物,13.302,142.7122,61.1592,56.7174,120.8589,61.3061
287,300441,鲍斯股份,120.0365,142.2633,134.8679,131.7647,10.5263,122.7724
288,002229,鸿博股份,28.0999,141.9994,75.0466,18.9608,32.7922,89.1194
289,600605,汇通能源,16.6775,141.5793,3.9128,-1.8797,140.0,3.9128
290,600614,鹏起科技,35.5496,139.6206,-0.5264,-4.6217,0.0,1.8344
291,600873,梅花生物,-6.4152,139.5187,8.614,-6.5301,142.8571,8.7706
292,002123,梦网集团,55.1805,139.1169,5.8444,-5.0874,87.5,6.666
293,300163,先锋新材,2.5009,138.9772,9.3457,6.0322,100.0,8.9251
294,300074,华平股份,3.1778,138.8992,8.828,11.0853,110.5512,7.793
295,300136,信维通信,85.614,136.576,40.401,62.4623,41.8967,38.3699
296,002418,康盛股份,28.7662,135.2707,9.283,78.4258,-34.6154,7.9956
297,300666,江丰电子,52.2135,134.5596,23.4631,21.7874,120.0,23.489
298,300618,寒锐钴业,-20.2434,134.5025,29.9342,1.4016,131.25,29.9342
299,002628,成都路桥,42.704,134.3134,2.1376,1.867,98.6667,2.1376
300,002685,华东重机,39.2956,134.2673,61.3444,58.8534,13.8107,60.6551
301,603225,新凤鸣,19.3777,132.5827,28.1431,-0.7707,139.6552,30.2157
302,000901,航天科技,202.8407,131.9042,143.5414,169.0526,56.6875,153.9533
303,002851,麦格米特,41.9761,131.7032,24.2829,27.6385,93.8309,18.7969
304,000672,上峰水泥,43.9645,131.4621,-14.0169,24.2619,125.0,-15.6125
305,600516,方大炭素,2.7843,130.9021,0.4407,-10.6535,122.2222,1.1143
306,002310,东方园林,59.162,130.1538,47.4573,35.6598,-15.0,46.9564
307,002053,云南能投,-12.6395,130.0183,19.0159,-19.1075,-1.2855,18.9841
308,603385,惠达卫浴,2.0489,129.4616,3.7031,6.1978,160.5263,3.5475
309,600708,光明地产,67.7676,129.358,12.1034,-2.8209,65.344,11.0721
310,300317,珈伟股份,46.8844,129.355,93.7847,39.9089,48.2574,95.0062
311,000065,北方国际,104.4516,129.2563,69.1696,83.5751,15.8537,64.0116
312,600175,美都能源,-9.9768,129.2473,130.5804,13.7035,143.3628,141.3082
313,000528,柳工,5.2522,129.0834,-0.6633,0.9796,131.746,-0.6445
314,000967,盈峰环境,11.983,127.0248,-0.0924,10.4438,6.25,-0.8942
315,002545,东方铁塔,39.7158,126.9413,165.8316,165.8609,102.7132,167.5342
316,600366,宁波韵升,8.6846,126.8184,27.2728,18.1895,123.716,26.7039
317,603160,汇顶科技,175.0382,126.5926,133.1118,130.8274,122.0108,133.3262
318,300069,金利华电,57.7658,126.4629,3.6877,18.6864,122.2222,3.6877
319,300010,立思辰,84.1023,126.4495,207.5239,179.8073,80.2558,208.7457
320,000011,深物业A,91.1239,126.2832,14.7816,51.9341,126.3018,14.7877
321,002108,沧州明珠,27.103,125.9009,54.7186,49.1035,125.7143,51.4559
322,000636,风华高科,43.0391,125.6999,-4.4332,1.5221,100.0,-4.7127
323,600739,辽宁成大,-4.2701,125.525,7.0479,24.9499,81.2226,6.4831
324,002256,兆新股份,25.6482,125.3095,273.2417,79.8395,-62.5,279.3094
325,002370,亚太药业,86.3074,125.301,176.7361,19.8815,111.1111,178.1456
326,300723,一品红,21.6416,124.8993,67.6977,19.3098,128.0,70.12
327,300098,高新兴,21.0138,124.1444,10.2642,12.4508,56.3358,9.8255
328,000590,启迪古汉,7.6992,123.9744,28.2621,7.3616,146.6068,26.811
329,002298,中电鑫龙,91.4862,123.5889,38.2882,6.346,76.2887,39.0156
330,600053,九鼎投资,46.3077,121.2573,44.7044,-7.517,119.1557,45.5962
331,000537,广宇发展,172.4198,121.1476,19.6017,129.613,139.2857,17.6868
332,600460,士兰微,23.2888,120.4529,27.918,17.2034,166.6667,3.5415
333,600211,西藏药业,-42.3755,119.7521,35.4578,224.3073,116.2162,34.9741
334,600487,亨通光电,42.3001,119.7003,27.9199,27.4648,129.7941,26.7048
335,300311,任子行,84.1725,119.2978,15.2165,12.6998,-3.8462,10.6692
336,300484,蓝海华腾,118.7913,118.8845,138.0297,167.7123,-12.6374,138.0297
337,300038,梅泰诺,28.1452,118.5111,4.3479,30.5771,61.2784,4.3284
338,600547,山东黄金,30.1402,117.6228,58.8884,25.0448,87.8049,60.7363
339,600100,同方股份,-4.4748,117.3465,8.3886,1.3216,226.3489,23.446
340,000429,粤高速A,82.7921,117.3327,44.3037,32.7449,40.5405,59.12
