,code,name,mbrg,nprg,nav,targ,epsg,seg
0,600687,刚泰控股,0.9883,288795.9326,15.6642,1.8884,18300.0,27.3543
1,600705,中航资本,2836.4909,64624.7178,1098.8728,6233.7848,4682.6087,520.0949
2,000156,华数传媒,75.6185,13701.8817,,1044.4089,10640.7407,-430.8719
3,600280,中央商场,21.8847,12246.9775,40.0879,31.7023,12771.4286,40.1019
4,600340,华夏幸福,56.7095,11838.419,34.7149,69.8241,1666.6667,80.9484
5,000975,银泰资源,-87.1097,7786.4326,357.2129,293.5003,5450.0,268.9694
6,600238,海南椰岛,131.4169,7614.4334,31.4444,10.636,3376.9231,29.8731
7,002016,世荣兆业,69.046,6275.238,51.7284,32.2593,8800.0,60.9256
8,300118,东方日升,-8.5238,5895.4236,-20.9,-1.0253,1260.0,-20.3188
9,000409,山东地矿,92.6499,5811.3846,2172.6853,2369.0699,1886.755,2172.6853
10,600664,哈药股份,4.6741,4979.1299,10.42,0.3775,-949.6503,10.703
11,000011,深物业A,614.3875,4228.4651,53.1214,2.1725,4210.8696,53.1617
12,600532,宏达矿业,-42.8107,2215.7454,407.8453,103.032,400.0,371.2262
13,600641,万业企业,373.8402,2113.2489,2.4683,4.3675,761.1111,2.9974
14,002180,纳思达,11.3719,1911.0006,1.281,5.0206,1000.0,0.8173
15,000739,普洛药业,84.68,1832.5397,105.834,118.9751,628.3951,107.3051
16,600121,*ST郑煤,-2.7197,1612.9823,116.4656,42.2011,265.2174,77.9363
17,002239,奥特佳,47.5516,1545.1295,9.1501,5.4016,1400.0,9.1501
18,600193,创兴资源,73.2631,1528.5852,32.5703,39.1997,840.0,29.4556
19,600658,电子城,1465.0308,1491.3616,31.8411,18.4071,1566.6667,30.8321
20,600025,华能水电,58.4952,1318.1468,11.9421,18.866,,11.6062
21,600336,澳柯玛,0.856,1309.9138,41.3632,13.6796,1300.0,41.6596
22,000899,赣能股份,-11.2194,1003.553,22.469,-3.5571,1000.578,22.6401
23,300233,金城医药,40.8367,990.6485,3.1474,4.7586,1100.0,3.1474
24,600287,江苏舜天,25.1405,966.304,-0.9857,-0.1748,1144.2308,3.523
25,600568,中珠医疗,241.4626,964.442,10.2425,6.4476,430.0,8.0613
26,600735,新华锦,24.7064,884.0258,134.8093,105.2563,1392.5926,130.3606
27,000539,粤电力A,64.436,872.271,69.0355,71.3817,333.3333,62.4422
28,600580,卧龙电气,15.6312,856.6663,5.4879,-4.5851,1036.6197,5.2801
29,600578,京能电力,142.8884,820.1812,284.8842,200.0314,170.0,275.9066
30,002328,新朋股份,41.9647,806.0156,6.3371,24.6449,82.0513,-0.4749
31,600792,云煤能源,7.5532,805.1955,9.9973,-5.2593,812.5,9.9973
32,000752,西藏发展,2.8831,804.0611,16.5432,16.6071,2627.8947,23.8282
33,000732,泰禾集团,353.9908,782.3283,-4.0912,72.3105,1161.7187,19.6928
34,000690,宝新能源,54.7592,780.1933,13.8319,12.7111,750.0,13.8319
35,000697,炼石有色,-30.905,775.4421,11.1298,23.3547,700.0,10.9795
36,600010,包钢股份,5.4683,771.9621,48.3025,34.3056,488.2353,48.342
37,000716,黑芝麻,32.9026,740.881,27.6841,14.8578,593.75,18.0265
38,601003,柳钢股份,-3.7811,702.2017,3.6521,3.9719,705.0,3.6521
39,600674,川投能源,2.5806,665.2859,7.7428,4.0199,814.7541,7.2017
40,002110,三钢闽光,17.122,648.1486,-6.7143,-1.3583,683.3333,-6.7143
41,600512,腾达建设,61.4726,640.0249,7.6409,18.8723,627.2727,7.8989
42,002028,思源电气,41.6162,621.1885,9.3569,13.5768,500.0,9.4085
43,000671,阳光城,88.2714,597.6498,5.6283,58.6025,300.0,20.8461
44,002049,紫光国芯,143.3552,594.5092,358.6661,430.9938,218.8811,372.0629
45,000100,TCL集团,27.3091,573.3677,9.1776,13.8839,697.7778,8.4812
46,600965,福成股份,3.248,532.3175,5.8138,10.9079,534.7107,5.8138
47,600416,湘电股份,12.6881,529.9584,-9.8633,0.2938,0.0,-10.6899
48,601168,西部矿业,-34.0592,517.9802,-1.1533,-2.2038,100.0,-0.3674
49,300027,华谊兄弟,124.7962,495.058,47.2045,66.2987,440.0,48.5686
50,601058,赛轮金宇,16.3454,490.6144,11.2392,56.1875,468.5619,9.625
51,600864,哈投股份,20.9792,484.9183,35.6135,48.5087,714.2857,37.0243
52,600285,羚锐制药,27.3929,463.6868,31.8528,19.6933,406.6667,32.76
53,300035,中科电气,20.8265,451.234,6.2056,10.1326,300.0,6.3427
54,300052,中青宝,41.3524,449.8116,0.0299,1.0992,200.0,-0.1429
55,000552,靖远煤电,284.8695,441.5376,338.4153,491.8211,157.5,330.611
56,002547,春兴精工,46.1605,436.5534,-11.9684,17.8328,200.0,-11.9084
57,600117,西宁特钢,-1.0892,416.5548,3.1146,10.6759,-356.5217,3.2782
58,002339,积成电子,7.7741,414.4384,36.2553,30.423,200.0,35.7688
59,600583,海油工程,93.6146,411.5662,10.5842,12.9869,600.0,10.5889
60,002202,金风科技,-44.0472,410.3655,0.2694,-6.1387,421.7391,0.4336
61,600795,国电电力,11.0456,408.1432,31.7518,10.486,336.8421,30.3478
62,601588,北辰实业,94.3613,402.0421,6.3582,0.0065,300.0,6.7151
63,002685,华东重机,92.1842,399.1792,178.6195,71.3547,400.0,178.6195
64,600363,联创光电,29.3879,398.597,46.7,13.2818,193.8776,51.7207
65,000762,西藏矿业,20.021,370.5314,-7.5017,-2.9522,-13.0,-7.5056
66,000637,茂化实华,3.6656,362.7754,5.2558,24.9663,233.3333,5.3175
67,002281,光迅科技,106.0695,352.2137,37.6751,61.6246,277.7778,37.6751
68,600175,美都能源,8.6849,340.2487,7.0368,25.0346,400.0,6.9343
69,000543,皖能电力,30.0577,337.3023,45.026,19.5395,233.3333,54.269
70,300629,新劲刚,35.6164,326.4101,20.8882,24.7653,,20.8882
71,000625,长安汽车,34.901,325.1971,11.3364,37.4714,300.0,11.3675
72,600586,金晶科技,10.1358,325.1457,-8.0637,3.628,500.0,-8.1722
73,600027,华电国际,4.4421,323.5645,21.1011,5.6899,266.6667,23.2608
74,300251,光线传媒,94.7991,317.3049,14.5321,19.513,88.8889,14.5321
75,600387,海越股份,-4.4884,313.6895,19.916,57.1591,266.6667,13.2639
76,002456,欧菲科技,230.5217,313.5367,185.035,167.6393,254.5455,185.035
77,600135,乐凯胶片,-11.8055,296.4869,4.2468,3.1454,520.0,3.851
78,300232,洲明科技,75.6096,288.4229,7.809,22.3265,100.0,4.1138
79,600120,浙江东方,41.3147,284.7108,40.1755,41.4463,460.0,35.5582
80,000404,华意压缩,49.4024,283.6726,145.2795,36.2625,364.375,206.6723
81,600191,华资实业,-42.7123,282.3233,-1.8723,-6.786,200.0,-1.8748
82,000686,东北证券,,279.294,138.2846,33.8351,147.9791,135.8714
83,600370,三房巷,-6.5032,277.5318,2.3492,4.6211,217.4757,1.7514
84,000895,双汇发展,-1.5559,270.6669,200.0196,159.6551,121.2909,224.3896
85,002254,泰和新材,4.3829,262.7031,-3.0817,-2.9301,200.0,-2.723
86,000810,创维数字,0.3279,250.6311,-0.4783,-8.8414,-276.7568,-1.8296
87,600622,光大嘉宝,40.4121,249.2573,12.8334,6.0085,256.1404,13.5666
88,601601,中国太保,,245.2599,22.93,13.1824,212.5,23.1457
89,000757,浩物股份,-3.5909,245.0054,452.3193,3.5355,264.3725,452.3193
90,002414,高德红外,132.4642,244.8961,-2.9732,-2.0082,243.949,-2.9732
91,000636,风华高科,1.0312,243.9165,-2.2303,-0.926,,-2.6427
92,600581,八一钢铁,-11.0377,238.5765,1.2278,40.2035,250.0,1.2278
93,300013,新宁物流,22.7597,235.8589,3.8384,11.4571,200.0,3.7243
94,002041,登海种业,103.1682,235.7649,28.0725,24.1169,142.517,22.9763
95,600803,新奥股份,-7.0203,233.3045,8.1964,24.4552,414.2857,6.5412
96,000601,韶能股份,5.6976,231.6242,21.3646,7.4758,112.7778,22.6219
97,002316,键桥通讯,53.1749,221.763,5.9142,41.7873,63.0,5.8305
98,000712,锦龙股份,5.299,219.4998,152.9215,108.2629,133.3333,157.1839
99,000903,云内动力,14.449,218.1575,3.3921,31.5905,145.1613,2.4599
100,600452,涪陵电力,23.9067,215.7095,8.5559,-10.8664,150.0,9.353
101,000777,中核科技,43.2151,206.613,4.9011,5.3662,87.8981,3.978
102,600262,北方股份,75.3653,205.8476,19.2535,8.7166,175.0241,19.5103
103,000514,渝开发,55.8263,205.2246,6.9174,23.6407,-11.5702,2.1914
104,002246,北化股份,-12.6697,201.3561,0.5368,5.2311,0.0,-0.1789
105,600291,西水股份,-66.8685,197.2072,71.7387,17.0531,-166.9261,16.983
106,000790,泰合健康,4.9806,196.1376,8.4288,7.0528,177.7778,8.4446
107,002450,康得新,60.8948,194.6884,200.398,180.9744,62.6016,204.8577
108,600820,隧道股份,100.0113,193.9417,131.1522,120.175,55.9,130.2297
109,002319,乐通股份,22.5107,193.8403,2.6148,2.4367,0.0,1.9626
110,002078,太阳纸业,-2.2843,191.1504,-0.7664,-0.9464,66.6667,2.3116
111,002594,比亚迪,9.7969,191.029,1.1911,4.5866,400.0,0.8375
112,002219,恒康医疗,124.4578,190.0343,37.0704,64.5615,145.5508,33.6286
113,002331,皖通科技,-1.86,183.4804,8.9125,18.6723,181.768,8.8846
114,600011,华能国际,-6.2029,183.382,13.881,-0.6677,157.1429,12.5234
115,002322,理工环科,29.1163,181.901,18.8551,19.0622,42.8571,19.0429
116,600797,浙大网新,-22.1501,178.4573,-1.8252,-3.3087,0.0,-2.4686
117,000403,ST生化,1.2638,177.3913,3.6701,13.6751,12.5,14.2628
118,000400,许继电气,11.7375,177.2378,10.3274,1.5625,407.0225,13.158
119,000415,渤海金控,125.8601,175.1341,12.4509,65.5984,65.0,1.087
120,600653,申华控股,-30.0084,172.0694,4.7626,-4.5311,1575.0,11.1436
121,300086,康芝药业,-33.1784,170.4358,1.4329,-0.9238,123.0769,1.5181
122,600783,鲁信创投,-11.9182,170.2917,6.6267,4.161,200.0,6.569
123,600136,当代明诚,40.9508,170.2086,6.0292,22.9925,227.8689,6.018
124,600696,*ST匹凸,1727.9252,167.1246,7.6603,7.4865,105.5556,6.1888
125,002096,南岭民爆,301.1437,164.2707,209.2686,209.1194,-6.25,208.6501
126,300273,和佳股份,31.0544,162.5037,10.1443,18.8764,63.6364,8.9425
127,000553,沙隆达A,25.3933,161.443,10.1767,11.3635,167.7966,10.2603
128,300121,阳谷华泰,43.2311,160.2245,3.5701,65.9493,100.0,3.5701
129,000612,焦作万方,-16.2983,160.1074,1.5728,33.0697,159.6491,1.5728
130,300239,东宝生物,121.1806,158.9832,12.355,30.5173,29.5039,12.355
131,600058,五矿发展,6.917,157.1475,-9.7737,-0.7212,-13.8197,-9.2595
132,600279,重庆港九,6.3846,156.2514,50.4989,0.5191,54.4186,20.8601
133,600684,珠江实业,119.4179,155.2504,35.7766,50.5114,100.0,35.7847
134,600256,广汇能源,96.5676,155.1228,11.1486,32.4101,38.9815,23.5975
135,600590,泰豪科技,-13.8449,154.1583,15.0382,20.7306,22.2222,25.2932
136,002571,*ST德力,39.8589,148.6983,9.8122,22.8476,-35.8462,9.795
137,600293,三峡新材,15.2893,147.4861,2.0092,13.8158,136.8421,2.011
138,600352,浙江龙盛,65.6022,146.4059,13.94,12.1943,125.1076,10.907
139,600530,交大昂立,-0.8133,146.3829,2.3825,1.4933,140.9091,2.0451
140,601901,方正证券,,145.929,2.5341,6.3493,173.5,2.6096
141,002353,杰瑞股份,118.6402,145.8099,24.6725,47.8975,26.9231,24.9595
142,002447,壹桥股份,85.3538,145.6135,19.4075,60.9871,100.0,19.4075
143,000004,国农科技,27.292,144.5313,7.4424,-7.4996,9500.0,3.879
144,600192,长城电工,7.57,142.5231,6.2685,9.9769,171.3592,5.2391
145,600128,弘业股份,8.1507,142.4344,2.7982,-2.1756,32.3077,2.8815
146,600601,方正科技,10.8462,141.3359,1.6048,2.591,140.625,1.6048
147,600565,迪马股份,-14.723,140.3836,15.6063,59.1149,0.0,10.3504
148,002307,北新路桥,4.2753,140.2383,6.3122,53.4428,0.0,4.7403
149,002673,西部证券,,140.2301,41.6727,9.6349,83.3333,41.7832
150,002428,云南锗业,421.7446,136.769,7.0031,34.7419,22.2222,7.652
151,600699,均胜电子,310.8383,136.2108,153.8562,294.9146,80.0,178.0274
152,300072,三聚环保,26.1332,134.3665,16.8416,33.9132,36.3636,14.5143
153,601933,永辉超市,22.2624,133.1928,12.1025,5.7686,140.0,12.09
154,000661,长春高新,33.9076,132.8031,37.413,11.9196,178.9474,52.8236
155,300083,劲胜智能,81.9313,131.0145,8.8867,37.7042,116.6667,8.8867
156,600039,四川路桥,164.2886,130.4237,191.8194,302.7697,-29.0401,234.9194
157,600067,冠城大通,-36.7625,129.5101,48.767,61.7393,141.6667,22.5388
158,000620,新华联,116.5627,128.484,10.2137,53.9279,100.0,10.67
159,600317,营口港,27.7505,127.9607,93.3701,41.295,16.6667,109.7243
160,002273,水晶光电,32.4871,126.37,11.5214,12.1791,12.5,11.3935
161,000070,特发信息,-15.0914,125.2461,20.31,9.3284,106.278,22.7193
162,600070,浙江富润,-2.7891,125.0324,16.243,7.8044,200.0,14.483
163,600311,荣华实业,-37.0609,124.085,1.4661,-2.152,133.3333,1.4661
164,002118,紫鑫药业,19.8182,122.9851,5.3137,4.3949,100.0,5.3137
165,601555,东吴证券,,122.7173,3.5323,-6.4251,133.3333,3.532
166,002298,中电鑫龙,-34.2868,122.2308,108.3143,29.486,-11.6015,112.4147
167,002554,惠博普,229.6015,121.0962,7.863,23.9075,50.0,5.6991
168,300207,欣旺达,64.2674,121.0195,5.1493,32.3391,88.6667,5.1181
169,600790,轻纺城,94.1101,119.8047,113.2599,100.8736,64.4737,113.2404
170,000563,陕国投A,,119.5843,277.9262,196.6211,35.7447,277.9262
171,600811,东方集团,59.1561,119.3862,19.7871,24.7787,56.1134,17.7504
172,300074,华平股份,88.0797,117.9516,10.3741,11.763,118.0693,10.3741
173,600572,康恩贝,9.9606,116.8939,46.1107,43.1017,85.7143,50.1174
174,600053,九鼎投资,187.7301,115.9103,1.736,9.0202,116.6667,1.736
175,002035,华帝股份,146.9991,115.3874,82.732,66.9195,68.5714,82.968
176,002236,大华股份,58.3174,115.0707,44.7335,48.2202,-45.8333,45.1673
177,600201,生物股份,-4.938,115.0352,12.8711,7.6641,110.5263,13.0779
178,600643,爱建集团,-55.0512,114.3455,209.1234,132.9715,58.6957,209.562
179,600774,汉商集团,5.0069,114.2756,2.1507,1.7131,26.6667,4.5012
180,002077,大港股份,88.1345,113.7401,22.814,22.9413,200.0,11.9343
181,600801,华新水泥,10.2451,112.8298,1.2682,13.153,450.0,-0.0908
182,000929,兰州黄河,18.1702,112.0018,6.6343,12.9176,226.7974,9.7386
183,600131,岷江水电,30.5957,111.6673,10.0349,0.4048,117.3913,10.8306
184,300228,富瑞特装,85.009,111.1063,19.6187,60.4144,16.129,22.3896
185,002565,顺灏股份,74.3012,111.0416,13.4838,32.8236,25.0,10.8128
186,600097,开创国际,1.3078,109.0073,17.4458,3.1288,100.0,17.4458
187,002435,长江润发,0.7045,108.5441,4.8303,-2.4101,91.5,4.8303
188,300262,巴安水务,274.17,108.5254,11.4816,71.9302,4.3046,11.4816
189,600804,鹏博士,126.5536,108.0919,4.7113,47.1393,100.0,7.3677
190,002052,同洲电子,45.8855,107.3344,17.4589,21.8272,100.0,17.4589
191,002388,新亚制程,-11.5941,106.7891,0.0835,-1.2154,41.0,-0.9181
192,002084,海鸥卫浴,33.7129,106.5261,5.1085,5.1964,150.0,5.0105
193,300009,安科生物,30.7022,105.6609,7.8317,9.6074,105.4441,7.8317
194,000682,东方电子,38.9452,105.3364,4.7018,25.107,40.0,1.8462
195,002056,横店东磁,-13.4874,105.1253,-6.9537,-7.4168,120.0,-7.0424
196,000540,中天金融,89.6162,103.0975,12.1394,43.1677,101.6028,15.5128
