,code,name,mbrg,nprg,nav,targ,epsg,seg
197,600418,江淮汽车,21.8797,102.5331,6.2513,38.3979,100.0,6.3559
198,601991,大唐发电,-0.3321,102.2278,12.1197,9.3903,142.268,8.1818
199,002487,大金重工,42.0863,101.1728,1.8695,6.4034,66.6667,1.8695
200,600838,上海九百,-12.0618,97.1304,-1.7873,8.0542,96.875,-1.7873
201,002573,清新环境,48.5293,96.9564,8.177,8.9086,100.0,3.6509
202,002515,金字火腿,11.0496,96.8025,6.5409,24.8346,0.0,3.3543
203,002587,奥拓电子,1.9452,96.5827,6.0753,12.0175,40.0,6.0753
204,600073,上海梅林,78.7925,96.2941,6.0295,36.2673,-4.2553,4.1517
205,300057,万顺股份,242.4111,96.02,22.8598,76.3619,77.7293,9.0103
206,600126,杭钢股份,-13.2781,94.316,-9.9671,-5.4561,200.0,-10.8876
207,601789,宁波建工,56.7707,93.5574,42.0918,65.8512,49.9285,42.8178
208,600335,国机汽车,2.1716,93.0625,21.4319,1.618,92.5951,22.035
209,002305,南国置业,219.727,92.4181,18.5985,48.4648,83.4862,17.7586
210,300270,中威电子,68.8205,92.0674,10.4002,15.1912,27.2727,10.4002
211,601126,四方股份,48.2687,91.6004,5.225,23.0084,59.7345,6.3313
212,601336,新华保险,,90.8854,13.5573,15.662,88.0,13.5576
213,600486,扬农化工,40.9568,88.8759,11.6282,17.1434,87.541,11.725
214,002344,海宁皮城,51.3865,88.8126,26.5469,24.8227,84.2105,26.83
215,600050,中国联通,15.4266,88.7015,2.2717,11.7502,88.6076,2.324
216,002020,京新药业,14.0548,88.2553,1.6691,14.1196,88.1647,1.6691
217,000921,海信科龙,28.2646,87.948,63.3979,23.9718,83.1016,86.2515
218,002009,天奇股份,-14.8224,87.3735,4.4666,-0.6867,60.0,9.6775
219,600396,金山股份,19.3467,87.1045,8.2585,4.9828,94.6602,13.0176
220,300567,精测电子,136.0511,86.6842,39.9627,85.5165,,39.6458
221,600078,澄星股份,5.7047,85.6384,1.191,-13.8704,87.9167,1.7221
222,002276,万马股份,55.9472,84.9717,48.0714,65.013,54.6584,48.3062
223,600157,永泰能源,107.9328,84.9504,99.9978,98.1489,-40.6723,13.6318
224,600863,内蒙华电,5.507,84.7584,11.0924,-2.4606,210.0,12.7069
225,300069,金利华电,82.5567,84.6124,2.9103,7.3766,85.7143,3.314
226,002230,科大讯飞,33.0428,84.0675,23.898,25.8603,12.5,14.3038
227,000605,渤海股份,28.8379,83.4711,9.6557,8.8497,160.0,10.2885
228,600184,光电股份,-32.0084,82.4937,2.7012,-2.2599,66.6667,4.6371
229,000413,东旭光电,-7.9259,82.3019,91.9016,422.6495,221.9316,80.4255
230,000632,三木集团,26.858,82.2117,96.0926,30.3985,30.8824,117.8162
231,002468,申通快递,0.3548,81.5954,-0.8297,15.8612,-13.0435,-5.2723
232,600834,申通地铁,-1.977,81.1273,8.7345,4.2355,81.3333,8.7345
233,000965,天保基建,7.62,81.0094,5.5622,1.5769,0.0,5.8869
234,002175,东方网络,5.5583,80.6694,0.0075,1.6179,82.0,0.0075
235,600609,金杯汽车,25.5669,80.6344,19.1783,33.6952,100.0,6.7026
236,600100,同方股份,7.4361,80.5666,15.5844,13.2024,87.9464,7.1621
237,300111,向日葵,8.5867,80.4438,-23.556,-17.734,100.0,-23.5787
238,000695,滨海能源,-5.6749,79.4534,-7.0873,-9.8637,76.1905,2.7881
239,000301,东方市场,74.5143,79.3403,6.1609,0.736,78.5714,6.1519
240,300184,力源信息,15.6939,79.2466,0.3396,4.2353,20.0,0.3396
241,300088,长信科技,60.4143,79.1845,14.7187,25.3684,38.4615,14.7187
242,000702,正虹科技,4.2207,78.7144,5.8381,-13.7917,76.9231,5.8682
243,601628,中国人寿,,78.6545,13.1679,17.3089,80.0,13.2074
244,000665,湖北广电,3.4386,78.6433,566.9336,224.755,100.0,1119.6944
245,600557,康缘药业,27.2866,78.271,9.6935,10.6758,75.0,10.4755
246,600459,贵研铂业,52.2588,78.2505,77.8641,50.1257,57.1429,76.7181
247,002572,索菲亚,68.4039,77.9931,14.9755,16.2045,-15.3846,13.4237
248,600708,光明地产,11.3469,76.9057,9.5172,0.662,57.2391,8.6859
249,002600,江粉磁材,38.4632,76.703,-0.1824,3.6419,233.3333,1.4757
250,600086,东方金钰,246.4869,76.2598,32.399,77.5672,76.2893,32.399
251,000883,湖北能源,-41.1793,75.9933,39.1239,1.3983,20.0,40.8329
252,002093,国脉科技,-57.5976,75.547,6.1097,4.2302,72.9268,8.8996
253,000850,华茂股份,-5.8243,75.5106,1.1084,-8.8483,67.0732,-2.814
254,000848,承德露露,39.1639,75.495,14.3404,19.7198,58.6207,13.8802
255,000411,英特集团,9.5529,74.865,21.3227,22.7503,81.5115,19.1688
256,002421,达实智能,53.5198,74.6488,31.7002,43.6386,-20.1248,19.2234
257,002444,巨星科技,0.1271,74.1536,12.8666,21.0625,80.0,11.9946
258,600057,象屿股份,-8.3861,73.9238,8.434,2.0335,0.0,8.7656
259,300002,神州泰岳,43.4431,73.4362,13.8932,13.5468,66.6667,13.9223
260,002410,广联达,55.9378,72.8149,14.1732,11.6582,15.3846,14.1412
261,000783,长江证券,,72.6841,6.5169,-3.1672,62.5,6.4142
262,300241,瑞丰光电,62.6162,71.8534,11.7847,18.0175,60.0,11.7847
263,002496,辉丰股份,47.1472,71.6364,11.8519,26.3628,96.2062,9.4632
264,601633,长城汽车,46.0904,71.4888,30.2728,26.754,72.2222,31.2903
265,002628,成都路桥,108.6147,71.4625,20.8091,106.4832,66.6667,20.8584
266,000726,鲁泰A,13.7236,71.2979,4.5446,3.5728,81.8182,4.7254
267,600309,万华化学,45.5696,70.8635,21.2433,37.974,70.0,17.2124
268,000069,华侨城A,52.0543,70.3543,22.8236,15.4598,28.8462,23.0383
269,002287,奇正藏药,56.0041,68.0783,7.0809,7.9777,57.1429,7.4607
270,002452,长高集团,21.3129,67.7679,3.5531,-1.4669,9.6386,4.2975
271,002284,亚太股份,32.7868,67.7023,5.9978,20.1127,75.0,6.2696
272,002467,二六三,174.687,67.5281,18.2703,33.7076,-16.6667,18.2703
273,600584,长电科技,27.5858,67.1759,1.6562,16.5959,0.0,0.4469
274,300044,赛为智能,126.0977,66.9049,3.6055,12.3875,-39.5,3.5204
275,000558,莱茵体育,157.0145,66.8969,13.0407,20.1114,15.0327,9.3599
276,601390,中国中铁,23.9142,66.8713,9.5771,18.5956,75.0,9.3469
277,002635,安洁科技,60.992,66.1083,17.452,25.1375,68.1818,17.4883
278,601886,江河集团,70.5361,65.7723,11.5966,59.6406,75.0,10.381
279,600138,中青旅,16.6104,65.5233,4.4862,-4.5038,43.8632,12.4341
280,000639,西王食品,13.0347,65.2843,12.6942,-18.0741,12.2941,12.6942
281,002615,哈尔斯,16.8907,64.184,1.7302,5.2083,66.6667,1.7302
282,600784,鲁银投资,20.8858,64.1559,18.6281,25.1667,60.0,10.7024
283,600360,华微电子,3.1984,63.6732,0.298,-4.7704,100.0,0.8409
284,600400,红豆股份,3.1031,63.5341,2.0373,12.3081,50.0,1.6919
285,600587,新华医疗,41.1323,62.5927,85.9285,74.6493,19.2308,85.9526
286,002031,巨轮智能,47.3515,62.5815,10.3518,11.6978,50.0,10.3172
287,000718,苏宁环球,90.2002,62.5435,19.8915,2.2223,31.8267,21.2249
288,600248,延长化建,26.3242,62.3359,22.3719,23.0029,62.5581,22.3719
289,600517,置信电气,133.4843,62.047,50.3405,98.6038,69.2308,59.5829
290,002381,双箭股份,-2.8291,61.459,9.9299,10.8081,78.5714,10.0041
291,600060,海信电器,35.8298,61.4126,24.2942,25.4413,3.8356,23.9239
292,002030,达安基因,40.6686,61.2174,14.0331,21.9721,50.0,18.3743
293,002294,信立泰,27.2211,60.3598,24.2491,21.371,31.4286,24.2496
294,002237,恒邦股份,32.4402,60.2719,12.0391,28.5109,-21.7391,11.2622
295,002535,林州重机,19.2652,60.2503,20.1725,58.7287,0.0,11.4608
296,002511,中顺洁柔,0.3076,59.9049,6.4413,53.2713,25.0,6.6109
297,002023,海特高新,31.1128,59.8908,44.4602,51.4215,50.0,43.1106
298,600807,天业股份,125.4308,59.5985,13.7702,24.7302,100.0,3.5456
299,002241,歌尔股份,63.5682,59.1576,17.5236,12.7701,46.6667,18.2778
300,300081,恒信东方,-0.513,58.9123,6.0612,-7.0936,83.3333,4.4346
301,000982,*ST中绒,11.3872,58.6587,102.5935,51.4065,30.0,106.3375
302,002469,三维工程,73.1477,58.1499,15.1905,15.6451,0.0,11.3365
303,600380,健康元,21.6509,57.9563,5.1283,16.2023,75.6691,4.3768
304,600516,方大炭素,12.5232,57.3941,1.5777,20.6047,27.027,1.5134
305,002634,棒杰股份,73.8002,57.3683,4.9703,12.8559,11.1111,4.9703
306,601788,光大证券,,57.288,2.4667,11.8694,57.7309,2.394
307,000816,智慧农业,9.2826,57.21,-17.4005,15.6847,48.0769,-20.6202
308,000797,中国武夷,57.9968,57.0586,5.6629,21.6758,40.0,5.917
309,002313,日海通讯,36.0913,56.8197,93.3839,78.6291,-44.3601,90.6442
310,601231,环旭电子,19.4928,56.8087,22.4659,9.1052,45.4545,22.4659
311,600021,上海电力,-4.7413,56.7026,11.5087,4.0805,38.2134,15.4162
312,002303,美盈森,20.7282,56.4146,6.8292,8.1983,56.5005,6.8292
313,600995,文山电力,37.4239,56.2749,14.1734,18.6106,50.0,14.1734
314,300246,宝莱特,47.7926,56.1355,7.1777,10.8899,-22.2222,5.0065
315,002355,兴民智通,20.823,55.733,53.095,32.5106,-36.3636,54.6631
316,300103,达刚路机,185.3198,55.6471,4.6765,17.9443,-5.75,4.6765
317,002138,顺络电子,39.5524,55.5644,7.4136,21.2933,0.0,7.4136
318,300315,掌趣科技,32.8194,55.5151,282.8985,276.4462,11.1111,282.8985
319,300180,华峰超纤,16.5376,55.4413,5.6186,7.705,60.0,5.6186
320,600509,天富能源,37.3365,55.2173,81.5113,39.69,50.0,84.968
321,000786,北新建材,5.1863,54.9823,19.8473,14.2575,46.9136,17.4192
322,300229,拓尔思,-8.9841,54.8563,6.1854,7.7393,76.6667,6.1854
323,600692,亚通股份,0.7116,54.2143,-3.549,-1.3401,-211.1111,4.5774
324,600506,香梨股份,7.0769,54.0701,-0.9397,-2.5447,55.0,-1.3844
325,002400,省广股份,21.8573,54.0269,20.3814,39.4738,29.4118,15.2129
326,002588,史丹利,10.7325,53.88,14.0862,6.5609,19.5122,14.0862
327,002340,格林美,120.8884,53.2864,13.6241,64.8304,-33.3333,2.9615
328,002092,中泰化学,79.1992,53.1375,-7.8968,24.5592,60.0,-4.5305
329,600867,通化东宝,28.418,52.7555,-2.7945,3.3499,50.0,-2.6898
330,000906,浙商中拓,-19.8534,52.611,-1.327,6.3973,25.0,0.9121
331,600101,明星电力,11.4703,52.5825,5.9957,-0.86,26.9231,6.6736
332,002178,延华智能,107.1259,52.2801,6.4103,16.2303,50.0,4.7688
333,600528,中铁工业,31.8164,52.2608,9.6347,17.8744,31.2,8.5024
334,002501,利源精制,32.3407,52.0609,14.8392,82.1243,52.381,14.8392
335,600535,天士力,27.7983,51.755,12.8925,20.2562,49.3529,12.8156
336,002494,华斯股份,26.3742,51.6962,6.5234,10.0473,62.5,7.2319
337,600507,方大特钢,-3.2063,51.6914,-23.5373,-4.4093,44.4444,-24.3993
338,300216,千山药机,84.5854,51.5938,16.1811,24.7049,-18.1818,14.4805
339,000830,鲁西化工,-10.2653,51.2701,4.7722,11.3137,51.6129,4.8205
340,603123,翠微股份,0.5055,51.1735,86.2939,15.6299,,86.8023
341,002054,德美化工,3.9793,51.1518,14.1306,5.4796,100.0,13.7776
342,000951,中国重汽,-24.3635,51.0816,-1.1503,-22.8589,33.3333,-0.5113
343,002491,通鼎互联,-0.7427,50.4574,8.4392,29.2817,42.4973,8.6443
