,code,name,year,report_date,divi,shares
0,002581,未名医药,2010,2011-06-29,4.0,0.0
1,002591,恒大高新,2010,2011-06-20,1.5,0.0
2,601208,东材科技,2010,2011-06-10,3.0,0.0
3,601989,中国重工,2010,2011-04-30,0.7,0.0
4,601888,中国国旅,2010,2011-04-30,1.0,0.0
5,600900,长江电力,2010,2011-04-30,2.6,0.0
6,000883,湖北能源,2010,2011-04-30,2.0,0.0
7,600887,伊利股份,2010,2011-04-30,0.0,10.0
8,600783,鲁信创投,2010,2011-04-30,0.9,10.0
9,600895,张江高科,2010,2011-04-30,1.0,0.0
10,600667,太极实业,2010,2011-04-30,0.6,0.0
11,600642,申能股份,2010,2011-04-30,1.0,5.0
12,600097,开创国际,2010,2011-04-30,0.5,0.0
13,601188,龙江交通,2010,2011-04-29,0.2,0.0
14,601106,中国一重,2010,2011-04-29,0.2,0.0
15,002266,浙富控股,2010,2011-04-29,2.3,10.0
16,601006,大秦铁路,2010,2011-04-29,3.5,0.0
17,601009,南京银行,2010,2011-04-29,2.0,0.0
18,000895,双汇发展,2010,2011-04-29,5.0,0.0
19,000825,太钢不锈,2010,2011-04-29,1.0,0.0
20,000630,铜陵有色,2010,2011-04-29,1.0,0.0
21,600825,新华传媒,2010,2011-04-29,0.5,0.0
22,000061,农产品,2010,2011-04-29,1.1,0.0
23,600713,南京医药,2010,2011-04-29,0.4,10.0
24,600559,老白干酒,2010,2011-04-29,1.0,0.0
25,600285,羚锐制药,2010,2011-04-29,0.5,0.0
26,600250,南纺股份,2010,2011-04-29,0.1,0.0
27,600151,航天机电,2010,2011-04-29,0.2,0.0
28,002429,兆驰股份,2010,2011-04-28,3.0,5.0
29,002402,和而泰,2010,2011-04-28,3.0,5.0
30,002373,千方科技,2010,2011-04-28,1.0,0.0
31,601179,中国西电,2010,2011-04-28,0.6,0.0
32,002325,洪涛股份,2010,2011-04-28,1.5,5.0
33,002318,久立特材,2010,2011-04-28,1.0,0.0
34,601799,星宇股份,2010,2011-04-28,2.3,0.0
35,002467,二六三,2010,2011-04-28,4.0,0.0
36,002209,达意隆,2010,2011-04-28,0.5,0.0
37,002197,证通电子,2010,2011-04-28,0.0,6.0
38,002144,宏达高科,2010,2011-04-28,1.5,0.0
39,002427,尤夫股份,2010,2011-04-28,1.0,3.0
40,002307,北新路桥,2010,2011-04-28,0.5,0.0
41,000959,首钢股份,2010,2011-04-28,1.0,0.0
42,000917,电广传媒,2010,2011-04-28,0.8,0.0
43,000783,长江证券,2010,2011-04-28,3.0,0.0
44,000782,美达股份,2010,2011-04-28,0.4,0.0
45,000752,西藏发展,2010,2011-04-28,0.1,0.0
46,000671,阳光城,2010,2011-04-28,1.0,0.0
47,000610,西安旅游,2010,2011-04-28,0.2,0.0
48,000541,佛山照明,2010,2011-04-28,2.5,0.0
49,000503,海虹控股,2010,2011-04-28,0.0,2.0
50,600797,浙大网新,2010,2011-04-28,0.1,0.0
51,600779,水井坊,2010,2011-04-28,2.3,0.0
52,000049,德赛电池,2010,2011-04-28,1.0,0.0
53,000016,深康佳A,2010,2011-04-28,0.1,0.0
54,600684,珠江实业,2010,2011-04-28,0.0,3.0
55,600569,安阳钢铁,2010,2011-04-28,0.2,0.0
