,code,name,year,report_date,divi,shares
0,300315,掌趣科技,2011,2012-08-15,1.0,0.0
1,002681,奋达科技,2011,2012-06-08,1.5,0.0
2,300293,蓝英装备,2011,2012-06-08,2.0,5.0
3,603001,奥康国际,2011,2012-06-08,2.3,0.0
4,002670,国盛金控,2011,2012-06-05,2.0,0.0
5,603366,日出东方,2011,2012-06-01,3.5,0.0
6,603123,翠微股份,2011,2012-05-30,0.9,0.0
7,601388,怡球资源,2011,2012-05-22,1.5,0.0
8,002660,茂硕电源,2011,2012-05-09,2.0,0.0
9,601012,隆基股份,2011,2012-04-28,1.5,8.0
10,601798,蓝科高新,2011,2012-04-28,0.6,0.0
11,601118,海南橡胶,2011,2012-04-28,0.8,0.0
12,601009,南京银行,2011,2012-04-28,3.0,0.0
13,600143,金发科技,2011,2012-04-28,3.0,6.0
14,600438,通威股份,2011,2012-04-28,0.6,0.0
15,600352,浙江龙盛,2011,2012-04-28,1.0,0.0
16,600576,万家文化,2011,2012-04-28,0.2,0.0
17,600881,亚泰集团,2011,2012-04-28,1.0,0.0
18,600838,上海九百,2011,2012-04-28,1.0,0.0
19,600779,水井坊,2011,2012-04-28,2.3,0.0
20,600759,洲际油气,2011,2012-04-28,0.6,0.0
21,600891,秋林集团,2011,2012-04-28,0.5,0.0
22,600648,外高桥,2011,2012-04-28,1.0,0.0
23,600624,复旦复华,2011,2012-04-28,0.3,0.0
24,600523,贵航股份,2011,2012-04-28,1.3,0.0
25,600399,抚顺特钢,2011,2012-04-28,0.2,0.0
26,600097,开创国际,2011,2012-04-28,0.8,0.0
27,300232,洲明科技,2011,2012-04-27,1.0,3.0
28,300477,合纵科技,2011,2012-04-27,1.5,0.0
29,600017,日照港,2011,2012-04-27,0.6,0.0
30,601058,赛轮金宇,2011,2012-04-27,1.0,0.0
31,601006,大秦铁路,2011,2012-04-27,3.9,0.0
32,300189,神农基因,2011,2012-04-27,1.0,6.0
33,601099,太平洋,2011,2012-04-27,0.4,1.0
34,600962,国投中鲁,2011,2012-04-27,0.5,3.0
35,600900,长江电力,2011,2012-04-27,2.5,0.0
36,000985,大庆华科,2011,2012-04-27,1.0,0.0
37,000900,现代投资,2011,2012-04-27,0.0,5.0
38,000883,湖北能源,2011,2012-04-27,0.4,0.0
39,000850,华茂股份,2011,2012-04-27,0.5,0.0
40,000825,太钢不锈,2011,2012-04-27,0.5,0.0
41,000782,美达股份,2011,2012-04-27,0.4,0.0
42,000733,振华科技,2011,2012-04-27,0.4,0.0
43,000709,河钢股份,2011,2012-04-27,0.3,0.0
44,000679,大连友谊,2011,2012-04-27,0.8,0.0
45,000668,荣丰控股,2011,2012-04-27,0.1,0.0
46,000659,珠海中富,2011,2012-04-27,0.1,0.0
47,000629,*ST钒钛,2011,2012-04-27,0.0,5.0
48,000592,平潭发展,2011,2012-04-27,0.0,3.0
49,000571,新大洲A,2011,2012-04-27,0.6,0.0
50,000566,海南海药,2011,2012-04-27,1.0,0.0
51,000563,陕国投A,2011,2012-04-27,0.6,0.0
52,600832,东方明珠,2011,2012-04-27,1.2,0.0
53,600825,新华传媒,2011,2012-04-27,0.4,0.0
54,600766,园城黄金,2011,2012-04-27,0.0,3.1
55,000419,通程控股,2011,2012-04-27,2.0,2.0
56,000096,广聚能源,2011,2012-04-27,0.6,0.0
57,000016,深康佳A,2011,2012-04-27,0.1,0.0
58,600598,北大荒,2011,2012-04-27,1.9,0.0
59,600586,金晶科技,2011,2012-04-27,0.3,0.0
60,600199,金种子酒,2011,2012-04-27,1.8,0.0
61,600098,广州发展,2011,2012-04-27,1.0,0.0
62,002605,姚记扑克,2011,2012-04-26,6.6,0.0
63,601222,林洋能源,2011,2012-04-26,2.0,2.0
