,code,name,year,report_date,divi,shares
0,002861,瀛通通讯,2016,2017-05-02,5.0,0.0
1,603919,金徽酒,2016,2017-04-29,2.4,3.0
2,603778,乾景园林,2016,2017-04-29,0.8,15.0
3,603567,珍宝岛,2016,2017-04-29,1.8,0.0
4,300343,联创互联,2016,2017-04-29,1.0,0.0
5,601228,广州港,2016,2017-04-29,0.2,0.0
6,002548,金新农,2016,2017-04-29,1.5,0.0
7,002769,普路通,2016,2017-04-29,1.0,0.0
8,300135,宝利国际,2016,2017-04-29,0.2,0.0
9,002439,启明星辰,2016,2017-04-29,1.0,0.0
10,002323,雅百特,2016,2017-04-29,0.3,0.0
11,300277,海联讯,2016,2017-04-29,0.5,0.0
12,601888,中国国旅,2016,2017-04-29,10.0,10.0
13,300093,金刚玻璃,2016,2017-04-29,0.0,0.0
14,002180,艾派克,2016,2017-04-29,0.3,0.0
15,002055,得润电子,2016,2017-04-29,0.2,0.0
16,002143,印纪传媒,2016,2017-04-29,0.9,6.0
17,002416,爱施德,2016,2017-04-29,1.5,0.0
18,601166,兴业银行,2016,2017-04-29,6.1,0.0
19,600985,雷鸣科化,2016,2017-04-29,1.0,0.0
20,600960,渤海活塞,2016,2017-04-29,0.3,0.0
21,600900,长江电力,2016,2017-04-29,13.8,0.0
22,600015,华夏银行,2016,2017-04-29,1.8,2.0
23,600004,白云机场,2016,2017-04-29,3.7,4.5
24,000909,数源科技,2016,2017-04-29,0.4,0.0
25,000818,方大化工,2016,2017-04-29,0.5,0.0
26,000801,四川九洲,2016,2017-04-29,0.2,0.0
27,000789,万年青,2016,2017-04-29,2.0,0.0
28,000736,中房地产,2016,2017-04-29,0.2,0.0
29,000686,东北证券,2016,2017-04-29,1.0,0.0
30,000599,青岛双星,2016,2017-04-29,0.2,0.0
31,000564,供销大集,2016,2017-04-29,0.2,0.0
32,600811,东方集团,2016,2017-04-29,0.0,3.0
33,600783,鲁信创投,2016,2017-04-29,1.5,0.0
34,600776,东方通信,2016,2017-04-29,0.6,0.0
35,000426,兴业矿业,2016,2017-04-29,0.2,0.0
36,000158,常山股份,2016,2017-04-29,0.6,3.0
37,000065,北方国际,2016,2017-04-29,0.9,0.0
38,000042,中洲控股,2016,2017-04-29,0.8,0.0
39,600295,鄂尔多斯,2016,2017-04-29,0.5,0.0
40,600746,江苏索普,2016,2017-04-29,0.4,0.0
41,600690,青岛海尔,2016,2017-04-29,2.5,0.0
42,600677,航天通信,2016,2017-04-29,0.2,0.0
43,600647,同达创业,2016,2017-04-29,1.1,0.0
44,600642,申能股份,2016,2017-04-29,2.2,0.0
45,600637,东方明珠,2016,2017-04-29,3.4,0.0
46,600613,神奇制药,2016,2017-04-29,0.3,0.0
47,600587,新华医疗,2016,2017-04-29,0.5,0.0
48,600500,中化国际,2016,2017-04-29,0.9,0.0
49,600388,龙净环保,2016,2017-04-29,1.9,0.0
50,600379,宝光股份,2016,2017-04-29,0.5,0.0
51,600297,广汇汽车,2016,2017-04-29,2.0,3.0
52,600236,桂冠电力,2016,2017-04-29,1.3,0.0
53,600210,紫江企业,2016,2017-04-29,1.0,0.0
54,600191,华资实业,2016,2017-04-29,0.1,0.0
55,600177,雅戈尔,2016,2017-04-29,5.0,4.0
56,600129,太极集团,2016,2017-04-29,3.0,0.0
57,600098,广州发展,2016,2017-04-29,1.0,0.0
58,600053,九鼎投资,2016,2017-04-29,4.4,0.0
59,603319,湘油泵,2016,2017-04-28,1.5,0.0
60,300640,德艺文创,2016,2017-04-28,2.0,0.0
61,603630,拉芳家化,2016,2017-04-28,1.7,0.0
62,600996,贵广网络,2016,2017-04-28,1.1,0.0
63,002802,洪汇新材,2016,2017-04-28,1.5,0.0
64,603016,新宏泰,2016,2017-04-28,3.4,0.0
65,002810,山东赫达,2016,2017-04-28,0.5,0.0
66,603779,威龙股份,2016,2017-04-28,0.9,0.0
67,603058,永吉股份,2016,2017-04-28,0.4,0.0
68,603616,韩建河山,2016,2017-04-28,0.2,0.0
69,603589,口子窖,2016,2017-04-28,4.5,0.0
70,603808,歌力思,2016,2017-04-28,2.7,3.0
71,603918,金桥信息,2016,2017-04-28,0.5,0.0
72,002762,金发拉比,2016,2017-04-28,1.0,0.0
73,002761,多喜爱,2016,2017-04-28,0.2,0.0
74,603022,新通联,2016,2017-04-28,0.4,0.0
75,603308,应流股份,2016,2017-04-28,0.4,0.0
76,002716,金贵银业,2016,2017-04-28,0.5,0.0
77,002737,葵花药业,2016,2017-04-28,3.0,0.0
78,002753,永东股份,2016,2017-04-28,0.8,5.0
79,002712,思美传媒,2016,2017-04-28,0.7,0.0
80,002746,仙坛股份,2016,2017-04-28,2.0,0.0
81,603555,贵人鸟,2016,2017-04-28,4.5,0.0
82,603690,至纯科技,2016,2017-04-28,0.7,0.0
83,300332,天壕环境,2016,2017-04-28,0.2,0.0
84,601929,吉视传媒,2016,2017-04-28,0.3,0.0
85,002666,德联集团,2016,2017-04-28,0.5,0.0
86,601368,绿城水务,2016,2017-04-28,1.2,0.0
87,603166,福达股份,2016,2017-04-28,2.0,0.0
88,002639,雪人股份,2016,2017-04-28,0.1,0.0
89,002621,三垒股份,2016,2017-04-28,0.0,5.0
90,002611,东方精工,2016,2017-04-28,0.2,0.0
91,600977,中国电影,2016,2017-04-28,2.1,0.0
92,002558,世纪游轮,2016,2017-04-28,2.0,2.0
93,002551,尚荣医疗,2016,2017-04-28,1.0,5.0
94,002545,东方铁塔,2016,2017-04-28,0.2,0.0
95,002539,云图控股,2016,2017-04-28,0.8,0.0
96,300162,雷曼股份,2016,2017-04-28,1.0,0.0
97,002532,新界泵业,2016,2017-04-28,0.5,6.0
98,002516,旷达科技,2016,2017-04-28,0.2,0.0
99,002554,惠博普,2016,2017-04-28,0.3,0.0
100,002567,唐人神,2016,2017-04-28,1.5,5.0
101,300106,西部牧业,2016,2017-04-28,0.1,0.0
102,603003,龙宇燃油,2016,2017-04-28,0.1,0.0
103,601208,东材科技,2016,2017-04-28,1.0,0.0
104,002435,长江润发,2016,2017-04-28,1.0,0.0
105,601369,陕鼓动力,2016,2017-04-28,1.5,0.0
106,002399,海普瑞,2016,2017-04-28,2.5,0.0
107,601225,陕西煤业,2016,2017-04-28,1.1,0.0
108,002375,亚厦股份,2016,2017-04-28,0.4,0.0
109,002381,双箭股份,2016,2017-04-28,1.0,0.0
110,002329,皇氏集团,2016,2017-04-28,0.6,0.0
111,002325,洪涛股份,2016,2017-04-28,0.2,0.0
112,601799,星宇股份,2016,2017-04-28,7.2,0.0
113,002324,普利特,2016,2017-04-28,1.0,0.0
114,002303,美盈森,2016,2017-04-28,0.2,0.0
115,002556,辉隆股份,2016,2017-04-28,0.7,0.0
116,002286,保龄宝,2016,2017-04-28,0.8,0.0
117,002280,联络互动,2016,2017-04-28,0.5,0.0
118,002636,金安国纪,2016,2017-04-28,0.7,0.0
119,002418,康盛股份,2016,2017-04-28,0.3,0.0
120,002446,盛路通信,2016,2017-04-28,0.5,7.0
121,002247,帝龙文化,2016,2017-04-28,1.0,0.0
122,002647,民盛金科,2016,2017-04-28,0.0,7.0
123,002364,中恒电气,2016,2017-04-28,1.0,0.0
124,002221,东华能源,2016,2017-04-28,0.5,0.0
125,603323,吴江银行,2016,2017-04-28,0.6,3.0
126,002304,洋河股份,2016,2017-04-28,21.0,0.0
127,002183,怡亚通,2016,2017-04-28,0.8,0.0
128,002165,红宝丽,2016,2017-04-28,0.8,0.0
129,002161,远望谷,2016,2017-04-28,0.1,0.0
130,002151,北斗星通,2016,2017-04-28,0.5,0.0
131,002170,芭田股份,2016,2017-04-28,0.4,0.0
132,601908,京运通,2016,2017-04-28,0.4,0.0
133,002095,生意宝,2016,2017-04-28,0.5,0.0
134,002068,黑猫股份,2016,2017-04-28,0.5,0.0
135,002071,长城影视,2016,2017-04-28,0.5,0.0
136,601008,连云港,2016,2017-04-28,0.1,0.0
137,002743,富煌钢构,2016,2017-04-28,0.3,0.0
138,002839,张家港行,2016,2017-04-28,1.0,0.0
139,002261,拓维信息,2016,2017-04-28,0.2,0.0
140,002203,海亮股份,2016,2017-04-28,0.6,0.0
141,002343,慈文传媒,2016,2017-04-28,0.9,0.0
142,002142,宁波银行,2016,2017-04-28,3.5,3.0
143,002103,广博股份,2016,2017-04-28,1.0,2.0
144,002356,赫美集团,2016,2017-04-28,1.0,0.0
145,002038,双鹭药业,2016,2017-04-28,2.0,0.0
146,002027,分众传媒,2016,2017-04-28,4.1,4.0
147,002016,世荣兆业,2016,2017-04-28,3.8,0.0
148,600982,宁波热电,2016,2017-04-28,0.4,0.0
149,600981,汇鸿集团,2016,2017-04-28,1.0,0.0
150,600975,新五丰,2016,2017-04-28,1.0,0.0
151,600997,开滦股份,2016,2017-04-28,1.0,0.0
152,000100,TCL集团,2016,2017-04-28,0.8,0.0
153,600517,置信电气,2016,2017-04-28,1.5,0.0
154,600031,三一重工,2016,2017-04-28,0.1,0.0
155,600392,盛和资源,2016,2017-04-28,0.2,0.0
156,000998,隆平高科,2016,2017-04-28,1.5,0.0
157,000938,紫光股份,2016,2017-04-28,1.0,0.0
158,000915,山大华特,2016,2017-04-28,1.5,3.0
159,000882,华联股份,2016,2017-04-28,0.3,0.0
160,000876,新希望,2016,2017-04-28,5.0,0.0
161,000848,承德露露,2016,2017-04-28,4.0,0.0
162,000709,河钢股份,2016,2017-04-28,0.8,0.0
163,000679,大连友谊,2016,2017-04-28,1.0,0.0
164,000596,古井贡酒,2016,2017-04-28,6.0,0.0
165,000537,广宇发展,2016,2017-04-28,0.6,0.0
166,000516,国际医学,2016,2017-04-28,0.3,0.0
167,600869,智慧能源,2016,2017-04-28,0.4,0.0
168,600839,四川长虹,2016,2017-04-28,0.4,0.0
169,600838,上海九百,2016,2017-04-28,1.4,0.0
170,600827,百联股份,2016,2017-04-28,1.8,0.0
171,600809,山西汾酒,2016,2017-04-28,5.5,0.0
172,600797,浙大网新,2016,2017-04-28,0.3,0.0
173,600779,水井坊,2016,2017-04-28,4.6,0.0
174,600759,洲际油气,2016,2017-04-28,0.1,0.0
175,000036,华联控股,2016,2017-04-28,3.0,0.0
176,000030,富奥股份,2016,2017-04-28,2.0,0.0
177,000018,神州长城,2016,2017-04-28,0.6,0.0
178,000012,南玻A,2016,2017-04-28,1.0,3.0
179,600894,广日股份,2016,2017-04-28,3.8,0.0
180,600891,秋林集团,2016,2017-04-28,0.6,0.0
181,600708,光明地产,2016,2017-04-28,1.5,3.0
182,600648,外高桥,2016,2017-04-28,2.0,0.0
183,600638,新黄浦,2016,2017-04-28,1.0,0.0
184,600612,老凤祥,2016,2017-04-28,10.0,0.0
185,600592,龙溪股份,2016,2017-04-28,1.0,0.0
186,600578,京能电力,2016,2017-04-28,1.7,0.0
187,600503,华丽家族,2016,2017-04-28,0.2,0.0
188,600313,农发种业,2016,2017-04-28,0.3,0.0
189,600293,三峡新材,2016,2017-04-28,0.4,10.0
