,code,name,year,report_date,divi,shares
0,300277,海联讯,2012,2013-04-27,1.5,0.0
1,002647,宏磊股份,2012,2013-04-27,0.5,0.0
2,601999,出版传媒,2012,2013-04-27,0.4,0.0
3,002197,证通电子,2012,2013-04-27,0.5,0.0
4,601058,赛轮金宇,2012,2013-04-27,1.5,0.0
5,601901,方正证券,2012,2013-04-27,0.4,0.0
6,600973,宝胜股份,2012,2013-04-27,1.0,3.5
7,600966,博汇纸业,2012,2013-04-27,0.1,0.0
8,600960,渤海活塞,2012,2013-04-27,0.3,3.0
9,600035,楚天高速,2012,2013-04-27,0.7,0.0
10,600387,海越股份,2012,2013-04-27,0.5,0.0
11,600900,长江电力,2012,2013-04-27,3.3,0.0
12,600031,三一重工,2012,2013-04-27,2.5,0.0
13,600490,鹏欣资源,2012,2013-04-27,0.0,5.0
14,600436,片仔癀,2012,2013-04-27,8.0,0.0
15,000998,隆平高科,2012,2013-04-27,1.5,0.0
16,000937,冀中能源,2012,2013-04-27,2.5,0.0
17,000883,湖北能源,2012,2013-04-27,0.4,0.0
18,000882,华联股份,2012,2013-04-27,0.5,0.0
19,000876,新希望,2012,2013-04-27,1.2,0.0
20,000807,云铝股份,2012,2013-04-27,0.3,0.0
21,000782,美达股份,2012,2013-04-27,0.2,0.0
22,000752,西藏发展,2012,2013-04-27,0.1,0.0
23,000651,格力电器,2012,2013-04-27,10.0,0.0
24,000540,中天城投,2012,2013-04-27,1.0,0.0
25,000534,万泽股份,2012,2013-04-27,0.5,0.0
26,600887,伊利股份,2012,2013-04-27,2.8,0.0
27,600838,上海九百,2012,2013-04-27,0.2,0.0
28,600832,东方明珠,2012,2013-04-27,1.8,0.0
29,600827,百联股份,2012,2013-04-27,3.0,0.0
30,600825,新华传媒,2012,2013-04-27,0.3,0.0
31,600783,鲁信创投,2012,2013-04-27,1.5,0.0
32,000096,广聚能源,2012,2013-04-27,0.2,0.0
33,000032,深桑达A,2012,2013-04-27,1.8,0.0
34,000016,深康佳A,2012,2013-04-27,0.1,0.0
35,000009,中国宝安,2012,2013-04-27,0.3,1.5
36,600272,开开实业,2012,2013-04-27,0.2,0.0
37,600891,秋林集团,2012,2013-04-27,0.5,0.0
38,600652,游久游戏,2012,2013-04-27,1.1,0.0
39,600638,新黄浦,2012,2013-04-27,1.0,0.0
40,600633,浙报传媒,2012,2013-04-27,2.5,0.0
41,600626,申达股份,2012,2013-04-27,1.0,0.0
42,600592,龙溪股份,2012,2013-04-27,1.0,0.0
43,600561,江西长运,2012,2013-04-27,1.7,0.0
44,600468,百利电气,2012,2013-04-27,0.2,0.0
45,600361,华联综超,2012,2013-04-27,0.7,0.0
46,600360,华微电子,2012,2013-04-27,0.2,0.0
47,600345,长江通信,2012,2013-04-27,2.0,0.0
48,600308,华泰股份,2012,2013-04-27,0.2,0.0
49,600238,海南椰岛,2012,2013-04-27,1.0,0.0
50,600209,罗顿发展,2012,2013-04-27,0.0,0.0
51,600191,华资实业,2012,2013-04-27,0.1,0.0
52,600189,吉林森工,2012,2013-04-27,1.0,0.0
53,600167,联美控股,2012,2013-04-27,1.6,0.0
54,600097,开创国际,2012,2013-04-27,2.0,0.0
55,600005,武钢股份,2012,2013-04-27,0.1,0.0
56,603001,奥康国际,2012,2013-04-26,4.0,0.0
57,002524,光正集团,2012,2013-04-26,0.3,9.0
58,002482,广田集团,2012,2013-04-26,1.0,0.0
59,002432,九安医疗,2012,2013-04-26,0.0,5.0
60,002447,壹桥股份,2012,2013-04-26,0.6,0.0
61,002309,中利集团,2012,2013-04-26,1.0,0.0
62,601989,中国重工,2012,2013-04-26,0.6,0.0
63,601117,中国化学,2012,2013-04-26,0.7,0.0
64,300002,神州泰岳,2012,2013-04-26,4.0,6.0
65,002183,怡亚通,2012,2013-04-26,0.5,0.0
66,601118,海南橡胶,2012,2013-04-26,0.5,0.0
67,601006,大秦铁路,2012,2013-04-26,3.9,0.0
68,601001,大同煤业,2012,2013-04-26,0.1,0.0
69,601099,太平洋,2012,2013-04-26,0.2,0.0
70,601009,南京银行,2012,2013-04-26,4.1,0.0
71,601169,北京银行,2012,2013-04-26,4.0,0.0
72,600543,莫高股份,2012,2013-04-26,0.3,0.0
73,600015,华夏银行,2012,2013-04-26,4.7,3.0
74,600348,阳泉煤业,2012,2013-04-26,2.9,0.0
75,600489,中金黄金,2012,2013-04-26,1.6,0.0
76,600546,*ST山煤,2012,2013-04-26,3.0,10.0
77,600375,华菱星马,2012,2013-04-26,3.5,0.0
78,000996,中国中期,2012,2013-04-26,0.3,0.0
79,000979,中弘股份,2012,2013-04-26,3.0,0.0
80,000970,中科三环,2012,2013-04-26,2.0,10.0
81,000789,万年青,2012,2013-04-26,1.0,0.0
82,000718,苏宁环球,2012,2013-04-26,1.0,0.0
83,000637,茂化实华,2012,2013-04-26,0.4,0.0
84,000610,西安旅游,2012,2013-04-26,0.2,0.0
85,000566,海南海药,2012,2013-04-26,0.5,0.0
86,000563,陕国投A,2012,2013-04-26,0.4,11.0
87,000541,佛山照明,2012,2013-04-26,3.1,0.0
88,600872,中炬高新,2012,2013-04-26,0.5,0.0
89,600869,智慧能源,2012,2013-04-26,2.0,0.0
90,600785,新华百货,2012,2013-04-26,3.0,0.0
91,600774,汉商集团,2012,2013-04-26,0.4,0.0
92,000061,农产品,2012,2013-04-26,0.5,0.0
93,600701,工大高新,2012,2013-04-26,0.2,0.0
94,600684,珠江实业,2012,2013-04-26,2.1,5.0
95,600683,京投发展,2012,2013-04-26,0.7,0.0
96,600587,新华医疗,2012,2013-04-26,1.0,0.0
97,600351,亚宝药业,2012,2013-04-26,0.5,0.0
98,600285,羚锐制药,2012,2013-04-26,1.0,5.0
99,600257,大湖股份,2012,2013-04-26,0.1,0.0
100,600237,铜峰电子,2012,2013-04-26,0.2,0.0
101,600210,紫江企业,2012,2013-04-26,1.0,0.0
102,600202,哈空调,2012,2013-04-26,0.2,0.0
103,600201,生物股份,2012,2013-04-26,1.6,0.0
104,600199,金种子酒,2012,2013-04-26,3.1,0.0
105,600197,伊力特,2012,2013-04-26,2.2,0.0
106,600054,黄山旅游,2012,2013-04-26,0.3,0.0
107,601928,凤凰传媒,2012,2013-04-25,1.0,0.0
108,601106,中国一重,2012,2013-04-25,0.0,0.0
109,300013,新宁物流,2012,2013-04-25,0.2,0.0
110,002500,山西证券,2012,2013-04-25,0.5,0.0
111,600993,马应龙,2012,2013-04-25,1.6,0.0
112,600479,千金药业,2012,2013-04-25,2.5,0.0
113,600273,嘉化能源,2012,2013-04-25,0.2,0.0
114,600004,白云机场,2012,2013-04-25,3.3,0.0
115,000967,盈峰环境,2012,2013-04-25,0.2,2.0
116,000918,嘉凯城,2012,2013-04-25,0.3,0.0
117,000733,振华科技,2012,2013-04-25,0.4,0.0
118,000570,苏常柴A,2012,2013-04-25,0.3,0.0
119,600815,厦工股份,2012,2013-04-25,0.5,0.0
120,600759,洲际油气,2012,2013-04-25,0.9,0.0
121,000416,民生控股,2012,2013-04-25,0.5,0.0
122,600749,西藏旅游,2012,2013-04-25,0.3,0.0
123,600622,嘉宝集团,2012,2013-04-25,1.8,0.0
124,600559,老白干酒,2012,2013-04-25,5.0,0.0
125,600518,康美药业,2012,2013-04-25,2.0,0.0
126,600509,天富能源,2012,2013-04-25,1.4,0.0
127,600288,大恒科技,2012,2013-04-25,0.5,0.0
128,600277,亿利洁能,2012,2013-04-25,0.5,0.0
129,600185,格力地产,2012,2013-04-25,2.0,0.0
130,600080,金花股份,2012,2013-04-25,0.3,0.0
131,002695,煌上煌,2012,2013-04-24,2.3,0.0
132,002682,龙洲股份,2012,2013-04-24,2.0,3.0
133,002685,华东重机,2012,2013-04-24,0.5,0.0
134,002668,奥马电器,2012,2013-04-24,1.0,0.0
135,002639,雪人股份,2012,2013-04-24,1.2,0.0
136,002640,跨境通,2012,2013-04-24,0.4,0.0
137,002623,亚玛顿,2012,2013-04-24,0.5,0.0
138,300260,新莱应材,2012,2013-04-24,0.2,0.0
139,002620,瑞和股份,2012,2013-04-24,1.0,0.0
140,002590,万安科技,2012,2013-04-24,0.5,0.0
141,002572,索菲亚,2012,2013-04-24,3.5,10.0
142,002555,三七互娱,2012,2013-04-24,3.0,0.0
143,002551,尚荣医疗,2012,2013-04-24,2.0,5.0
144,002528,英飞拓,2012,2013-04-24,2.0,0.0
145,002511,中顺洁柔,2012,2013-04-24,1.5,5.0
146,002502,骅威文化,2012,2013-04-24,1.0,0.0
147,002481,双塔食品,2012,2013-04-24,0.2,10.0
148,300116,坚瑞沃能,2012,2013-04-24,0.3,10.0
149,002440,闰土股份,2012,2013-04-24,4.0,0.0
150,002408,齐翔腾达,2012,2013-04-24,1.5,0.0
151,002390,信邦制药,2012,2013-04-24,0.6,0.0
152,002421,达实智能,2012,2013-04-24,0.5,0.0
153,002335,科华恒盛,2012,2013-04-24,1.5,0.0
154,002495,佳隆股份,2012,2013-04-24,1.0,0.0
155,002301,齐心集团,2012,2013-04-24,0.2,0.0
156,002556,辉隆股份,2012,2013-04-24,1.0,0.0
157,002504,弘高创意,2012,2013-04-24,0.2,3.0
158,002280,联络互动,2012,2013-04-24,1.2,0.0
159,002282,博深工具,2012,2013-04-24,0.5,0.0
160,002418,康盛股份,2012,2013-04-24,0.5,0.0
161,002467,二六三,2012,2013-04-24,3.0,0.0
162,002239,奥特佳,2012,2013-04-24,0.2,0.0
163,002297,博云新材,2012,2013-04-24,0.3,5.0
