,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603277,银都股份,0.35,-5.41,,,,11552.93,-6.14,,09-08
1,300703,创源文化,0.4,,3.04,12.99,0.7,2410.63,,,09-06
2,002901,大博医疗,0.37,,,21.34,0.3,13167.59,,,09-05
3,603963,大理药业,0.42,,2.5,16.36,0.33,3117.07,,,09-04
4,603183,建研院,0.39,5.41,,7.51,,2551.16,4.96,,09-04
5,002900,哈三联,0.51,,5.27,9.97,0.2,8107.88,,,09-04
6,603055,台华新材,0.42,,3.26,13.57,0.3,20114.88,,,09-01
7,000829,天音控股,0.01,-131.25,,0.26,,579.96,-118.72,,08-31
8,000046,泛海控股,0.17,-2.79,,4.87,,90378.35,-0.74,,08-31
9,600556,ST慧球,-0.03,-8.18,,-16.75,,-1151.01,-8.26,,08-31
10,000951,中国重汽,0.71,195.83,,9.43,,47886.7,198.58,,08-31
11,601107,四川成渝,0.19,-13.54,,4.29,,58417.27,-13.51,,08-31
12,601169,北京银行,0.58,-17.14,8.11,8.21,0.39,1107900.0,4.31,,08-31
13,600682,南京新百,0.08,-125.0,,2.59,,8872.64,-133.16,,08-31
14,000651,格力电器,1.57,48.11,,16.14,,945248.33,47.64,,08-31
15,600007,中国国贸,0.29,-21.62,,4.77,,29495.89,-21.86,,08-31
16,600027,华电国际,-0.02,-107.87,,-0.5,,-21186.0,-108.04,,08-31
17,600401,*ST海润,-0.11,-1278.89,,-14.2,,-50154.56,-1281.1,,08-31
18,600783,鲁信创投,0.25,-39.02,,4.97,,18842.5,-38.82,,08-31
19,000732,泰禾集团,0.74,18.7,,5.0,,91969.09,18.7,,08-31
20,000760,斯太尔,0.15,-250.0,,5.78,,12047.68,-255.03,,08-31
21,600128,弘业股份,0.0,-94.67,,0.09,,118.59,-94.67,,08-31
22,600877,*ST嘉陵,0.11,-191.71,,,,7528.98,-191.76,,08-31
23,600149,*ST坊展,-0.01,-63.16,,-3.03,,-548.21,-61.65,,08-31
24,000913,钱江摩托,0.11,0.0,,2.1,,5065.17,0.42,,08-31
25,000976,春晖股份,0.09,70.68,,3.7,,13575.56,91.09,,08-31
26,000546,金圆股份,0.14,2.4,,3.72,,8111.34,1.84,,08-31
27,600650,锦江投资,0.24,1.29,,3.87,,12943.64,1.25,,08-31
28,601258,庞大集团,0.04,300.0,,2.25,,29659.34,379.58,,08-31
29,600295,鄂尔多斯,0.16,60.0,,2.29,,16877.36,61.3,,08-31
30,601390,中国中铁,0.31,38.39,,5.36,,770737.4,41.09,,08-31
31,600331,宏达股份,0.06,396.77,,2.61,,12512.2,395.15,,08-31
32,000679,大连友谊,0.03,-3.45,,0.72,,1000.6,-2.42,,08-31
33,600754,锦江股份,0.43,15.81,,3.22,,41245.37,37.87,,08-31
34,600033,福建高速,0.15,20.72,,4.82,,41410.5,20.73,,08-31
