,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603533,掌阅科技,0.1,,2.03,4.77,0.06,3568.97,,,08-30
1,002899,英派斯,0.17,,4.99,3.5,-0.19,1546.41,,,08-28
2,603277,银都股份,0.12,,2.04,5.95,-0.11,3944.15,,,08-21
3,603183,建研院,0.17,,5.15,3.38,-0.58,1129.99,,,08-15
4,300696,爱乐达,0.16,,5.69,2.81,0.22,815.82,,,08-09
5,002895,川恒股份,0.09,,4.29,1.97,-0.05,3153.78,,,08-07
6,300695,兆丰股份,0.61,,9.92,6.37,0.51,3059.9,,,08-07
7,002893,华通热力,1.25,,4.85,28.53,-2.42,11273.8,,,08-07
8,300693,盛弘股份,0.29,-17.14,,7.56,,1978.66,-17.37,,07-31
9,603129,春风动力,0.3,87.5,,7.36,,2964.77,88.23,,07-31
10,300688,创业黑马,0.02,-125.0,,0.44,,77.59,-119.59,,07-27
11,300691,联合光电,0.08,,6.14,1.35,-0.57,527.96,,,07-25
12,603359,东珠景观,0.26,225.0,,3.57,,4439.76,208.22,,07-24
13,603978,深圳新星,0.35,6.06,,3.16,,2126.94,6.4,,07-24
14,300687,赛意信息,0.25,,,5.55,,1517.02,9.65,,07-21
15,603860,中公高科,0.04,33.33,,0.61,,176.07,0.77,,07-19
16,300686,智动力,0.12,-14.29,,3.19,,1082.27,-16.29,,07-17
17,603387,基蛋生物,0.41,,,,,4089.75,43.68,,07-14
18,300681,英搏尔,0.4,48.15,,8.17,,2274.02,47.7,,07-12
19,603357,设计总院,0.28,27.27,,8.36,,6898.57,29.5,,07-12
20,300682,朗新科技,0.0,-100.11,,0.0,,2.81,-100.09,,07-12
21,300680,隆盛科技,0.13,0.0,,3.23,,659.63,1.07,,07-11
22,603233,大参林,0.33,3.13,,,,11723.91,2.26,,07-11
23,300678,中科信息,-0.01,-54.91,,-0.33,,-110.18,-54.93,,07-04
24,601326,秦港股份,0.06,,2.33,2.47,0.14,28668.39,,,07-04
25,002888,惠威科技,0.1,66.67,,,-0.08,626.95,67.63,,07-03
26,603617,君禾股份,0.32,18.52,3.29,10.2,0.38,2391.35,16.42,,06-30
27,300673,佩蒂股份,0.23,,,3.43,,1361.1,,,06-28
