,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300736,百华悦邦,0.8,,,16.87,,3272.33,,,12-26
1,002921,联诚精密,0.61,-4.69,,,,3684.33,-3.3,,12-26
2,603477,振静股份,0.26,36.84,2.66,10.16,0.27,4625.99,32.97,,12-15
3,002916,深南电路,1.61,64.29,8.53,19.7,2.12,33880.86,63.98,,12-12
4,603080,新疆火炬,0.47,,4.65,10.56,0.6,4945.6,,,12-12
5,603655,朗博科技,0.31,19.23,,8.43,,2494.08,20.36,,12-11
6,300735,光弘科技,0.53,,,21.0,,14079.98,,,12-11
7,300732,设研院,2.24,91.45,13.66,17.37,-1.06,12091.89,91.89,,12-11
8,300684,中石科技,0.46,,5.45,8.62,-0.89,2971.32,,,12-06
9,603283,赛腾股份,0.69,,3.12,24.06,-0.06,8334.24,,,12-05
10,002920,德赛西威,1.04,0.97,,32.71,,46871.34,1.08,,12-05
11,002915,中欣氟材,0.42,162.5,3.54,12.12,0.09,3490.39,154.18,,12-04
12,002918,蒙娜丽莎,2.0,72.41,,25.93,,23599.68,72.4,,11-29
13,603161,科华控股,0.78,,,12.94,,7759.86,,,11-27
14,603809,豪能股份,1.41,19.7,,,,11252.68,19.7,,11-27
15,002917,金奥博,0.59,-29.76,,18.02,,4961.25,8.6,,11-21
16,601019,山东出版,0.53,15.22,3.12,17.73,-0.04,96439.63,14.75,,11-21
17,603890,春秋电子,1.14,-1.72,,23.97,,11679.14,8.18,,11-21
18,002911,佛燃股份,0.55,0.0,3.21,15.89,0.86,27724.06,0.86,,11-21
19,603661,恒林股份,2.18,-15.18,,,,16357.91,-15.07,,11-20
20,300726,宏达电子,0.41,5.99,2.53,16.92,0.13,14654.23,6.25,,11-20
21,300731,科创新源,0.71,16.39,,22.38,,4636.28,17.33,,11-20
22,603365,水星家纺,0.78,36.84,4.94,16.79,,15680.57,38.42,,11-17
23,603619,中曼石油,0.93,10.71,,21.86,,33715.08,11.68,,11-16
24,600933,爱柯迪,0.5,,2.86,17.83,0.65,35056.31,,,11-16
