,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002921,联诚精密,0.64,,,,,3810.11,,,12-26
1,603477,振静股份,0.19,,,8.92,-0.4,3479.04,,,12-15
2,002916,深南电路,0.98,,,12.37,2.48,20661.16,,,12-12
3,300732,设研院,1.17,,,9.45,0.34,6301.56,,,12-11
4,603655,朗博科技,0.26,,,7.82,,2072.16,,,12-11
5,002920,德赛西威,1.03,,,46.24,,46369.46,,,12-05
6,002915,中欣氟材,0.16,,,5.51,0.51,1373.21,,,12-04
7,002918,蒙娜丽莎,1.16,,,21.83,,13689.12,,,11-29
8,603809,豪能股份,1.18,,,,,9401.06,,,11-27
9,601019,山东出版,0.46,,,17.91,0.15,84046.47,,,11-21
10,002911,佛燃股份,0.55,,,16.85,0.79,27486.51,,,11-21
11,002917,金奥博,0.84,,,26.98,,4568.36,,,11-21
12,300731,科创新源,0.61,,,20.29,,3951.38,,,11-20
13,603661,恒林股份,2.57,,,,,19259.45,,,11-20
14,300726,宏达电子,0.38,,,20.51,0.09,13792.77,,,11-20
15,603365,水星家纺,0.57,,,,,11328.06,,,11-17
16,603619,中曼石油,0.84,,,29.16,,30189.96,,,11-16
17,300723,一品红,0.76,,,37.74,0.67,9111.01,,,11-15
18,002864,盘龙药业,0.36,,,7.74,0.57,2323.28,,,11-15
19,603970,中农立华,0.66,,,,,6597.76,,,11-15
20,603605,珀莱雅,0.5,,,16.95,0.41,7532.94,,,11-14
21,300730,科创信息,-0.17,,,-8.32,,-1153.35,,,11-14
22,603917,合力科技,0.54,,,12.8,,4507.03,,,11-14
23,002913,奥士康,1.27,,,20.24,,13729.28,,,11-13
24,300729,乐歌股份,0.66,,,14.65,0.19,4180.38,,,11-13
25,603076,乐惠国际,0.95,,,16.3,1.08,5295.01,,,11-10
26,603278,大业股份,0.72,,,22.45,0.72,11172.4,,,11-10
27,603083,剑桥科技,0.54,,,7.34,0.58,3934.63,,,11-09
28,603916,苏博特,0.41,,,9.02,0.44,9432.85,,,11-09
29,300716,国立科技,0.48,,,9.57,0.6,3676.18,,,11-08
30,300719,安达维尔,0.05,,,2.14,-0.8,617.6,,,11-08
31,300727,润禾材料,0.35,,,12.24,0.23,2452.1,,,11-07
32,600903,贵州燃气,0.08,,,3.44,0.4,5305.11,,,11-06
33,603685,晨丰科技,0.9,,,,,6780.08,,,11-06
34,300718,长盛轴承,0.75,,,12.42,1.05,5609.87,,,11-03
35,300717,华信新材,0.61,,,12.18,0.72,2944.96,,,11-03
36,603507,振江股份,1.1,,,24.13,0.61,10395.67,,,11-03
37,603856,东宏股份,0.56,,,9.92,1.27,8217.43,,,11-03
38,300720,海川智能,0.35,,,9.1,0.44,1891.83,,,11-03
39,603659,璞泰来,0.52,,,26.02,0.42,19247.17,,,11-02
40,603098,森特股份,0.42,,,14.39,,14008.0,,,10-31
41,300711,广哈通信,0.27,,,13.41,-0.06,2966.25,,,10-31
42,601881,中国银河,0.37,,,6.19,,354950.56,,,10-31
43,601949,中国出版,0.11,,,4.14,,16214.76,,,10-31
44,603359,东珠景观,0.83,,,12.79,,14152.71,,,10-31
45,603458,勘设股份,1.26,,,15.93,,11695.74,,,10-31
46,603730,岱美股份,0.91,,,24.92,,32589.67,,,10-31
47,603825,华扬联众,0.04,,,0.84,,451.77,,,10-31
48,603136,天目湖,1.08,,,21.73,,6468.83,,,10-31
49,603226,菲林格尔,0.82,,,19.33,,5319.24,,,10-31
50,603041,美思德,0.75,,,15.02,,5658.82,,,10-31
