,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603225,新凤鸣,,,,,,15881.5,,,09-03
1,603299,井神股份,,,,,,10591.69,,,07-11
2,600903,贵州燃气,,,,,,2926.89,,,05-07
3,601968,宝钢包装,,,,,,8769.37,,,04-23
4,000166,申万宏源,0.15,,,6.04,,103179.01,,,04-09
5,002797,第一创业,,,,,,15493.45,,,03-01
6,002736,国信证券,,,,,,150421.4,,,02-28
7,300388,国祯环保,,,,,,4423.71,17.29,,01-25
8,601997,贵阳银行,0.71,,,,,127960.27,,,12-25
9,300567,精测电子,,,,,,2256.32,,,11-05
10,002703,浙江世宝,0.24,,2.58,9.49,0.07,6270.1,,,11-01
11,600900,长江电力,0.52,36.56,4.39,12.17,0.94,864043.6,36.56,,10-31
12,000540,中天金融,0.3,18.48,1.81,17.19,-1.38,38451.08,18.46,,10-31
13,000559,万向钱潮,0.14,-36.87,2.26,5.49,0.24,21835.35,-36.78,,10-31
14,600997,开滦股份,0.39,-26.42,5.6,7.19,1.12,48093.32,-26.65,,10-31
15,000584,哈工智能,-0.11,-311.11,3.83,-2.93,0.05,-4660.11,-310.99,,10-31
16,600209,罗顿发展,-0.01,-200.0,1.55,-0.36,0.12,-247.95,-191.13,,10-31
17,002024,苏宁云商,0.33,-32.11,3.83,9.77,0.36,235199.3,-31.28,,10-31
18,002345,潮宏基,0.58,-13.43,8.01,7.4,0.77,10495.11,-13.43,,10-31
19,000651,格力电器,1.79,33.7,8.21,23.51,6.11,533217.88,41.34,,10-31
20,601390,中国中铁,0.2,17.65,3.54,5.8,-0.59,427270.7,17.81,,10-31
21,600282,南钢股份,-0.13,-168.95,2.3,-5.46,-0.08,-50860.47,-169.12,,10-31
22,601618,中国中冶,0.03,-78.57,2.55,1.36,-0.56,66154.2,-74.58,,10-31
23,601989,中国重工,0.25,-47.45,2.86,8.85,-0.62,362258.07,-16.47,,10-31
24,600359,新农开发,-0.09,-84.13,0.94,-9.49,0.14,-3008.29,-83.46,,10-31
25,600039,四川路桥,0.42,56.51,3.3,13.77,0.76,43539.54,438.77,,10-31
26,600081,东风科技,0.24,-32.46,2.23,11.38,0.56,7527.36,-32.47,,10-31
27,600491,龙元建设,0.41,102.95,3.07,13.89,-0.29,38426.01,102.95,,10-31
28,600133,东湖高新,-0.01,-94.12,1.78,-0.59,-0.23,-523.85,-93.72,,10-31
29,600883,博闻科技,0.01,-98.61,2.89,0.37,-0.0,252.91,-98.61,,10-31
30,600155,宝硕股份,-0.21,740.0,-1.36,,-0.07,-8643.82,749.36,,10-31
31,600555,海航创新,0.0,-97.56,1.38,0.16,-0.27,286.42,-97.56,,10-31
