,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002733,雄韬股份,,,,,,1999.5,27.65,,11-13
1,300567,精测电子,,,,,,261.2,,,11-05
2,603767,中马传动,,,,,,2031.94,,,10-16
3,601579,会稽山,0.2,,2.53,7.45,,5887.43,,,08-28
4,600959,江苏有线,0.07,,,2.12,,16111.78,,,07-31
5,002831,裕同科技,,,,,,3010.89,,,07-20
6,300339,润和软件,0.21,,4.55,4.76,0.02,1234.22,,,07-17
7,002691,冀凯股份,0.11,,,4.61,0.17,1623.94,,,07-13
8,603111,康尼机电,0.14,,,10.06,-0.01,2941.89,,,07-13
9,002687,乔治白,0.13,,4.45,2.75,-0.34,967.14,,,07-12
10,300336,新文化,0.25,,3.21,8.03,-0.49,1784.92,,,07-09
11,300335,迪森股份,0.14,,2.56,5.49,-0.1,1432.87,,,07-09
12,300334,津膜科技,0.09,,2.46,3.7,-0.53,764.52,,,07-04
13,300593,新雷能,,,,,,-108.0,,,07-02
14,002686,亿利达,0.2,,3.88,5.06,-0.01,1357.94,,,07-02
15,300331,苏大维格,0.12,,3.82,3.18,-0.25,555.82,,,06-27
16,300333,兆日科技,0.28,,2.92,9.99,0.26,2334.25,,,06-27
17,002905,金逸影视,0.07,,2.16,3.24,0.61,865.84,,,06-27
18,300332,天壕环境,0.04,,1.97,1.97,-0.02,923.3,,,06-27
19,300330,华虹计通,0.11,,2.39,4.63,-0.65,648.29,,,06-18
20,300329,海伦钢琴,0.15,,3.39,4.43,-0.28,737.15,,,06-18
21,300328,宜安科技,0.1,,2.82,3.61,0.06,839.11,,,06-18
22,300326,凯利泰,0.31,,2.77,11.98,0.08,1197.52,,,06-12
23,300327,中颖电子,0.07,,2.47,2.74,-0.31,640.48,,,06-12
24,002685,华东重机,0.0,,1.88,0.1,-0.02,29.49,,,06-11
25,002684,猛狮科技,0.26,,6.31,4.29,0.27,1053.31,,,06-11
26,002683,宏大爆破,0.13,,2.51,5.1,0.07,2121.0,,,06-11
27,002682,龙洲股份,0.14,,4.74,3.05,0.37,1712.82,,,06-11
28,300324,旋极信息,0.18,,3.98,4.61,-0.95,752.63,,,06-07
29,300322,硕贝德,0.12,,2.23,5.47,-0.16,831.69,,,06-07
30,002680,长生生物,0.47,,4.0,11.68,0.46,2822.35,,,06-04
31,002679,福建金森,-0.05,,1.93,-2.33,-0.72,-469.08,,,06-04
32,002681,奋达科技,0.12,,3.79,3.3,0.08,1385.81,,,06-04
33,600025,华能水电,,,,,,-1216.99,,,05-31
34,300320,海达股份,0.23,,5.37,4.28,-0.71,1167.48,,,05-31
35,300325,德威新材,0.16,,5.26,3.04,-0.08,963.32,,,05-31
36,300323,华灿光电,0.18,,4.82,3.88,0.34,2752.08,,,05-31
37,002678,珠江钢琴,0.12,,2.14,6.49,0.0,4989.14,,,05-29
38,002675,东诚药业,0.43,,3.78,11.28,0.04,3503.49,,,05-24
39,002677,浙江美大,0.15,,2.33,6.43,-0.25,2178.13,,,05-24
40,002676,顺威股份,0.2,,3.54,5.83,-0.31,2405.81,,,05-24
41,300321,同大股份,0.27,,7.42,3.75,-1.36,910.31,,,05-22
42,300319,麦捷科技,0.12,,2.95,4.24,-0.27,489.16,,,05-22
43,300317,珈伟股份,0.17,,2.3,,-0.42,1800.14,,,05-10
44,300316,晶盛机电,0.82,,6.19,,-0.15,8179.26,,,05-10
45,300315,掌趣科技,0.09,,1.91,4.74,0.03,1088.01,,,05-10
46,300314,戴维医疗,0.34,,3.08,,0.14,2039.59,,,05-07
47,300312,邦讯技术,0.23,,3.74,6.28,-1.3,1825.5,,,05-07
48,002674,兴业科技,0.14,,3.41,4.19,-0.09,2517.25,,,05-04
49,002673,西部证券,0.06,,3.24,1.78,0.02,5703.59,,,05-02
50,603123,翠微股份,,,,,,3788.7,,,05-02
51,600269,赣粤高速,0.1,-16.67,4.3,2.19,0.16,22235.79,-19.37,,04-28
52,600661,新南洋,-0.04,-709.38,2.33,-1.67,-0.18,-678.7,-714.4,,04-28
53,600680,*ST上普,-0.02,-9.09,3.73,-0.54,-0.17,-773.07,-8.91,,04-28
54,600323,瀚蓝环境,0.13,-1.37,4.71,2.63,0.31,4315.39,20.75,,04-28
55,600004,白云机场,0.16,8.28,6.13,2.59,0.23,18021.56,8.17,,04-28
56,600381,青海春天,0.01,-5.56,2.06,0.58,,1118.89,95.37,,04-28
57,600399,抚顺特钢,0.01,-18.18,,0.28,0.13,467.85,-14.5,,04-28
58,600104,上汽集团,0.51,4.52,9.87,5.31,0.55,560752.22,24.56,,04-28
59,600870,厦华电子,0.01,-50.0,-2.37,,0.22,270.88,-54.79,,04-28
60,600229,城市传媒,-0.08,700.0,3.22,-2.52,0.0,-3253.27,1046.65,,04-28
61,600658,电子城,0.03,-80.0,3.42,0.93,0.23,1822.56,-79.45,,04-28
62,600678,四川金顶,-0.05,-53.18,-2.1,,-0.03,-1821.08,-53.21,,04-28
63,601669,中国电建,0.08,,2.92,2.61,-0.11,72108.48,7.15,,04-28
64,600728,佳都科技,0.01,-35.44,1.06,1.29,-0.11,431.39,-35.38,,04-28
65,600361,华联综超,0.03,-40.0,4.6,0.73,0.13,2227.26,-15.79,,04-28
66,600008,首创股份,0.02,-30.45,2.48,1.01,-0.06,5468.88,-30.5,,04-28
67,600055,万东医疗,0.01,-78.72,2.8,0.34,-0.24,208.14,-79.38,,04-28
68,600820,隧道股份,0.1,0.0,6.65,1.45,-0.83,7096.06,1.12,,04-28
69,600837,海通证券,0.13,-7.14,5.63,2.3,1.17,104909.25,-11.48,,04-28
70,600500,中化国际,0.12,-47.83,4.45,2.64,-1.58,16843.08,-49.14,,04-28
71,600143,金发科技,0.1,-62.96,4.64,2.59,0.13,15187.28,-59.68,,04-28
72,600162,香江控股,-0.03,361.54,1.8,-1.65,0.39,-2300.29,357.79,,04-28
73,600965,福成股份,0.01,90.55,1.76,0.69,0.0,339.32,91.22,,04-28
74,600180,瑞茂通,-0.0,-53.33,0.65,-0.22,-0.01,-35.47,-50.7,,04-28
75,600609,金杯汽车,0.0,-94.12,0.32,0.47,0.03,162.41,-91.37,,04-28
76,600645,中源协和,0.01,0.0,0.49,2.55,0.02,403.39,3.42,,04-28
77,601328,交通银行,0.26,8.33,4.65,5.68,0.71,1588000.0,19.58,,04-28
78,600664,哈药股份,-0.01,-105.73,3.86,-0.37,0.3,-2736.82,-108.83,,04-28
79,600327,大东方,0.12,-18.44,2.34,5.05,0.01,5999.43,-18.69,,04-28
80,600015,华夏银行,0.34,0.0,9.68,3.61,-1.08,235124.83,37.68,,04-28
81,600844,*ST丹科,0.2,-1020.47,1.46,14.59,0.43,15406.36,-1021.01,,04-28
82,600129,太极集团,0.08,-29.6,2.7,2.91,0.01,3352.88,-29.56,,04-28
83,600523,贵航股份,,,5.41,0.01,0.1,8.46,-99.84,,04-28
84,600895,张江高科,0.03,50.0,4.07,0.76,-0.14,4782.43,52.18,,04-28
85,600186,莲花健康,-0.06,55.56,0.75,-7.1,0.0,-5900.43,54.52,,04-28
86,600580,卧龙电气,0.01,-95.49,3.6,0.2,0.09,487.61,-92.8,,04-28
87,600597,光明乳业,0.03,19.23,2.37,1.31,0.13,3238.42,20.62,,04-28
88,601118,海南橡胶,0.03,-46.57,2.34,1.11,0.11,10113.12,-46.48,,04-28
89,600634,富控互动,0.0,-106.5,1.64,0.08,-0.26,11.46,-107.63,,04-28
90,601390,中国中铁,0.04,-50.0,3.43,1.26,-0.42,91544.3,-45.12,,04-28
91,600671,天目药业,-0.06,-868.42,1.32,-4.33,-0.17,-711.79,-864.69,,04-28
92,601618,中国中冶,0.05,-16.67,2.57,1.78,-0.48,86338.7,-27.82,,04-28
93,600297,广汇汽车,0.01,-49.74,2.39,0.42,0.03,344.04,-49.69,,04-28
94,600688,上海石化,-0.03,-120.47,2.49,-1.05,-0.38,-19012.2,-120.86,,04-28
95,600354,敦煌种业,-0.26,-358.0,5.2,-4.85,0.07,-5259.79,-357.81,,04-28
96,600100,同方股份,0.02,-63.87,4.32,0.52,-0.29,4460.22,-27.66,,04-28
97,600493,凤竹纺织,-0.09,-388.15,2.14,-4.34,0.04,-2577.38,-561.11,,04-28
98,600867,通化东宝,0.06,0.0,2.7,2.1,0.02,4340.24,25.21,,04-28
