,date,open,close,high,low,volume,code
0,2011-01-04,51.75,51.575,52.344,51.351,152414.0,600547
1,2011-01-05,50.115,49.298,50.115,48.957,259017.0,600547
2,2011-01-06,49.054,48.704,49.142,48.558,127094.0,600547
3,2011-01-07,48.607,47.673,48.607,47.488,176286.0,600547
4,2011-01-10,47.673,47.877,48.373,47.585,95141.0,600547
5,2011-01-11,47.877,47.147,48.023,46.68,122948.0,600547
6,2011-01-12,47.4,46.884,47.789,46.223,94764.0,600547
7,2011-01-13,47.001,45.911,47.274,45.736,127253.0,600547
8,2011-01-14,45.833,44.675,45.833,44.422,141039.0,600547
9,2011-01-17,43.985,42.982,44.374,42.827,151611.0,600547
10,2011-01-18,42.973,44.092,44.131,42.817,94164.0,600547
11,2011-01-19,44.082,45.074,45.25,43.702,115060.0,600547
12,2011-01-20,44.792,42.963,44.792,42.827,112583.0,600547
13,2011-01-21,42.165,42.447,43.196,41.902,114162.0,600547
14,2011-01-24,42.622,42.029,43.06,41.844,64375.0,600547
15,2011-01-25,41.844,40.598,41.844,40.189,120965.0,600547
16,2011-01-26,40.725,40.832,41.065,40.287,93741.0,600547
17,2011-01-27,40.919,41.883,42.136,40.598,140275.0,600547
18,2011-01-28,40.871,41.659,41.795,40.579,127550.0,600547
19,2011-01-31,42.612,44.773,44.86,42.428,200508.0,600547
20,2011-02-01,44.666,44.724,44.841,43.839,135009.0,600547
21,2011-02-09,45.347,43.77,46.086,43.44,144719.0,600547
22,2011-02-10,43.547,44.121,44.179,42.476,101510.0,600547
23,2011-02-11,44.121,44.111,44.559,43.595,107051.0,600547
24,2011-02-14,44.082,45.181,45.532,43.79,179949.0,600547
25,2011-02-15,45.61,45.61,46.777,45.259,237526.0,600547
26,2011-02-16,45.853,46.32,46.476,45.259,180894.0,600547
27,2011-02-17,46.709,46.622,47.147,46.194,161304.0,600547
28,2011-02-18,47.03,46.826,48.354,46.729,236432.0,600547
29,2011-02-21,46.807,47.196,47.585,46.709,145514.0,600547
30,2011-02-22,48.558,47.254,49.366,47.147,305853.0,600547
31,2011-02-23,47.293,49.697,50.446,47.293,398409.0,600547
32,2011-02-24,50.602,49.093,50.826,48.665,231107.0,600547
33,2011-02-25,49.103,48.276,49.103,47.497,165720.0,600547
34,2011-02-28,47.712,48.188,48.266,47.293,156139.0,600547
35,2011-03-01,48.052,48.091,48.169,47.196,181052.0,600547
36,2011-03-02,48.558,49.852,50.611,47.789,378622.0,600547
37,2011-03-03,49.862,48.218,49.862,48.198,200399.0,600547
38,2011-03-04,47.682,47.994,48.247,47.196,126779.0,600547
39,2011-03-07,48.753,49.045,49.57,48.295,175390.0,600547
40,2011-03-08,48.918,48.87,49.57,48.461,128290.0,600547
41,2011-03-09,48.753,48.208,48.753,48.013,131361.0,600547
42,2011-03-10,48.208,47.352,48.208,47.322,112273.0,600547
43,2011-03-11,46.709,47.225,47.682,46.466,150524.0,600547
44,2011-03-14,47.244,47.371,48.344,47.196,100355.0,600547
45,2011-03-15,47.235,45.814,47.235,45.123,162323.0,600547
46,2011-03-16,45.25,46.31,46.495,45.055,136881.0,600547
47,2011-03-17,45.678,45.357,45.902,45.152,92833.0,600547
48,2011-03-21,46.32,47.021,47.186,45.95,188316.0,600547
49,2011-03-22,47.332,47.965,48.364,47.089,207863.0,600547
50,2011-03-23,47.906,48.266,48.801,47.342,209876.0,600547
51,2011-03-24,49.239,48.655,50.212,48.568,245039.0,600547
52,2011-03-25,48.548,51.974,53.015,48.334,703047.0,600547
53,2011-03-28,51.818,51.974,52.723,51.293,362826.0,600547
54,2011-03-29,51.487,49.736,51.74,49.638,279521.0,600547
55,2011-03-30,49.599,51.633,51.75,49.356,282009.0,600547
56,2011-03-31,52.061,51.088,52.314,50.427,171371.0,600547
57,2011-04-01,51.672,51.273,52.032,50.485,187565.0,600547
58,2011-04-06,51.964,52.402,52.986,51.38,289939.0,600547
59,2011-04-07,52.645,51.789,53.365,51.623,226565.0,600547
60,2011-04-08,51.808,52.149,52.305,50.942,261859.0,600547
61,2011-04-11,52.986,51.565,53.21,51.526,240115.0,600547
62,2011-04-12,51.088,50.096,51.088,49.629,224892.0,600547
63,2011-04-13,49.638,50.874,51.088,48.636,213320.0,600547
64,2011-04-14,50.31,51.429,52.013,49.969,219769.0,600547
65,2011-04-15,51.867,52.421,53.015,51.867,359478.0,600547
66,2011-04-25,55.954,52.567,55.954,51.974,638108.0,600547
67,2011-04-26,51.283,49.59,51.341,49.434,253986.0,600547
68,2011-04-27,50.057,49.093,50.592,48.665,154512.0,600547
69,2011-04-28,50.212,49.259,50.767,49.142,165395.0,600547
70,2011-04-29,49.784,49.862,50.018,49.278,113340.0,600547
71,2011-05-03,49.239,47.896,49.249,46.301,197890.0,600547
72,2011-05-04,46.709,45.95,47.196,45.833,178398.0,600547
73,2011-05-05,45.522,45.863,46.865,45.25,110863.0,600547
74,2011-05-06,43.79,44.325,44.958,43.401,175593.0,600547
75,2011-05-09,44.403,44.938,45.25,44.403,90191.0,600547
76,2011-05-10,44.89,45.181,45.6,44.763,101093.0,600547
77,2011-05-11,45.444,45.104,45.542,45.055,80325.0,600547
78,2011-05-12,44.277,43.021,44.306,43.002,159584.0,600547
79,2011-05-13,43.187,43.722,43.79,42.778,94117.0,600547
80,2011-05-16,43.206,42.885,43.459,42.827,72463.0,600547
81,2011-05-17,42.827,43.878,44.325,42.564,107981.0,600547
82,2011-05-18,43.303,43.848,43.975,43.148,56762.0,600547
83,2011-05-19,44.277,44.062,44.461,43.79,59858.0,600547
84,2011-05-20,43.985,44.238,44.277,43.556,56215.0,600547
85,2011-05-23,44.345,43.438,45.047,43.399,95283.0,600547
86,2011-05-24,43.379,44.598,44.842,43.379,83056.0,600547
87,2011-05-25,44.384,44.832,45.32,44.384,96108.0,600547
88,2011-05-26,45.32,44.472,45.447,44.277,63105.0,600547
89,2011-05-27,44.325,42.862,44.345,42.794,91326.0,600547
90,2011-05-30,42.96,42.941,43.682,42.502,56442.0,600547
91,2011-05-31,43.009,43.682,43.76,42.96,47026.0,600547
92,2011-06-01,43.535,43.428,43.691,43.116,51544.0,600547
93,2011-06-02,43.301,43.643,44.013,43.009,76776.0,600547
94,2011-06-03,43.399,43.73,43.994,43.204,61730.0,600547
95,2011-06-07,43.916,44.911,45.008,43.789,100406.0,600547
96,2011-06-08,44.813,44.55,44.832,44.189,65434.0,600547
97,2011-06-09,44.472,44.891,46.715,44.325,140744.0,600547
98,2011-06-10,44.832,44.501,44.862,43.691,83571.0,600547
99,2011-06-13,43.896,44.189,44.374,43.594,50820.0,600547
100,2011-06-14,43.974,44.491,44.715,43.623,54790.0,600547
