,date,open,close,high,low,volume,code
0,2011-01-04,5.873,5.882,5.902,5.803,56316.0,000572
1,2011-01-05,5.873,5.902,5.912,5.813,52540.0,000572
2,2011-01-06,5.922,5.902,5.952,5.853,42117.0,000572
3,2011-01-07,5.912,5.942,6.051,5.873,70444.0,000572
4,2011-01-10,5.972,5.724,5.972,5.704,48561.0,000572
5,2011-01-11,5.674,5.585,5.724,5.556,60970.0,000572
6,2011-01-12,5.605,5.724,5.724,5.595,53721.0,000572
7,2011-01-13,5.724,5.734,5.803,5.674,52335.0,000572
8,2011-01-14,5.744,5.625,5.744,5.605,42237.0,000572
9,2011-01-17,5.595,5.437,5.645,5.397,50878.0,000572
10,2011-01-18,5.437,5.486,5.496,5.387,25606.0,000572
11,2011-01-19,5.476,5.595,5.625,5.407,54330.0,000572
12,2011-01-20,5.575,5.457,5.655,5.437,47278.0,000572
13,2011-01-21,5.427,5.645,5.665,5.427,81704.0,000572
14,2011-01-24,5.585,5.635,5.684,5.516,56214.0,000572
15,2011-01-25,5.595,5.506,5.625,5.476,32854.0,000572
16,2011-01-26,5.536,5.645,5.645,5.526,34446.0,000572
17,2011-01-27,5.645,5.684,5.714,5.546,77051.0,000572
18,2011-01-28,5.744,5.833,5.843,5.684,121058.0,000572
19,2011-01-31,5.823,5.813,5.833,5.734,75555.0,000572
20,2011-02-01,5.813,5.793,5.813,5.754,44074.0,000572
21,2011-02-09,5.734,5.734,5.833,5.694,47526.0,000572
22,2011-02-10,5.734,5.991,6.011,5.694,107165.0,000572
23,2011-02-11,5.991,5.942,6.011,5.912,74329.0,000572
24,2011-02-14,5.942,6.071,6.09,5.942,107686.0,000572
25,2011-02-15,6.12,6.031,6.12,6.031,98194.0,000572
26,2011-02-16,6.031,6.1,6.11,5.991,75136.0,000572
27,2011-02-17,6.11,6.13,6.199,6.061,86998.0,000572
28,2011-02-18,6.16,6.051,6.199,6.031,67918.0,000572
29,2011-02-21,5.991,6.12,6.12,5.991,70234.0,000572
30,2011-02-22,6.12,5.912,6.12,5.892,112009.0,000572
31,2011-02-23,5.892,5.942,5.962,5.853,56113.0,000572
32,2011-02-24,5.932,6.08,6.11,5.892,102117.0,000572
33,2011-02-25,6.041,6.08,6.13,6.011,64173.0,000572
34,2011-02-28,6.09,6.17,6.18,6.051,93734.0,000572
35,2011-03-01,6.18,6.189,6.219,6.14,100465.0,000572
36,2011-03-02,6.16,6.298,6.338,6.13,157389.0,000572
37,2011-03-03,6.298,6.199,6.387,6.16,103925.0,000572
38,2011-03-04,6.189,6.259,6.259,6.15,66209.0,000572
39,2011-03-07,6.269,6.358,6.417,6.269,119145.0,000572
40,2011-03-08,6.358,6.368,6.387,6.298,67157.0,000572
41,2011-03-09,6.378,6.338,6.407,6.298,66027.0,000572
42,2011-03-10,6.338,6.209,6.338,6.17,87139.0,000572
43,2011-03-11,6.18,6.209,6.328,6.17,65710.0,000572
44,2011-03-14,6.18,6.189,6.259,6.15,68025.0,000572
45,2011-03-15,6.189,6.08,6.199,5.981,96076.0,000572
46,2011-03-16,6.071,6.14,6.17,6.021,84418.0,000572
47,2011-03-17,6.09,6.14,6.259,6.021,107097.0,000572
48,2011-03-18,6.14,6.239,6.259,6.14,69221.0,000572
49,2011-03-21,6.209,6.13,6.239,6.08,61248.0,000572
50,2011-03-22,6.12,6.269,6.328,6.1,128021.0,000572
51,2011-03-23,6.279,6.328,6.338,6.229,101850.0,000572
52,2011-03-24,6.328,6.298,6.338,6.239,75250.0,000572
53,2011-03-25,6.269,6.417,6.526,6.259,224644.0,000572
54,2011-03-28,6.447,6.457,6.536,6.407,147156.0,000572
55,2011-03-29,6.427,6.576,6.655,6.387,202555.0,000572
56,2011-03-30,6.625,6.496,6.645,6.447,107142.0,000572
57,2011-03-31,6.467,6.288,6.516,6.259,101556.0,000572
58,2011-04-01,6.288,6.397,6.407,6.249,63810.0,000572
59,2011-04-06,6.358,6.477,6.477,6.298,86140.0,000572
60,2011-04-07,6.477,6.467,6.526,6.417,83912.0,000572
61,2011-04-08,6.467,6.605,6.625,6.387,156313.0,000572
62,2011-04-11,6.615,6.467,6.615,6.457,131757.0,000572
63,2011-04-12,6.457,6.457,6.526,6.348,108703.0,000572
64,2011-04-13,6.417,6.506,6.516,6.387,73215.0,000572
65,2011-04-14,6.506,6.506,6.586,6.477,107475.0,000572
66,2011-04-15,6.467,6.387,6.496,6.348,102836.0,000572
67,2011-04-18,6.368,6.437,6.516,6.368,100441.0,000572
68,2011-04-19,6.437,6.249,6.437,6.209,124702.0,000572
69,2011-04-20,6.288,6.249,6.318,6.209,84261.0,000572
70,2011-04-21,6.259,6.269,6.328,6.239,62752.0,000572
71,2011-04-22,6.269,6.279,6.358,6.219,74432.0,000572
72,2011-04-25,6.288,6.08,6.288,6.061,80558.0,000572
73,2011-04-26,6.041,5.922,6.12,5.892,60468.0,000572
74,2011-04-27,5.942,6.12,6.12,5.873,88473.0,000572
75,2011-04-28,6.12,5.922,6.189,5.922,152742.0,000572
76,2011-04-29,5.922,5.972,5.981,5.744,61131.0,000572
77,2011-05-03,5.962,5.981,6.041,5.882,37726.0,000572
78,2011-05-04,5.972,5.813,5.991,5.803,42468.0,000572
79,2011-05-05,5.813,5.773,5.833,5.694,41495.0,000572
80,2011-05-06,5.754,5.833,5.873,5.704,43513.0,000572
81,2011-05-10,5.853,5.952,6.021,5.833,92537.0,000572
82,2011-05-11,5.932,5.892,5.942,5.843,36985.0,000572
83,2011-05-12,5.873,5.714,5.912,5.674,80217.0,000572
84,2011-05-13,5.724,5.764,5.773,5.665,49412.0,000572
85,2011-05-16,5.754,5.665,5.783,5.645,47308.0,000572
86,2011-05-17,5.674,5.833,5.853,5.625,83388.0,000572
87,2011-05-18,5.843,5.833,5.912,5.803,134986.0,000572
88,2011-05-19,5.783,5.714,5.843,5.694,62066.0,000572
89,2011-05-20,5.714,5.674,5.724,5.655,37636.0,000572
90,2011-05-23,5.655,5.447,5.684,5.437,53862.0,000572
91,2011-05-24,5.437,5.397,5.486,5.358,36696.0,000572
92,2011-05-25,5.447,5.308,5.467,5.278,35764.0,000572
93,2011-05-26,5.318,5.288,5.377,5.278,32631.0,000572
94,2011-05-27,5.268,5.13,5.288,5.08,46126.0,000572
95,2011-05-30,5.179,5.051,5.179,5.051,27321.0,000572
96,2011-05-31,5.051,5.14,5.16,5.031,31885.0,000572
97,2011-06-01,5.14,5.189,5.278,5.09,48335.0,000572
98,2011-06-02,5.1,5.06,5.12,4.991,42482.0,000572
99,2011-06-03,5.051,5.13,5.169,5.051,36026.0,000572
100,2011-06-07,5.11,5.14,5.16,5.09,23445.0,000572
101,2011-06-08,5.14,5.189,5.209,5.07,39292.0,000572
102,2011-06-09,5.179,5.08,5.189,5.08,29279.0,000572
103,2011-06-10,5.07,5.13,5.14,5.011,44850.0,000572
104,2011-06-13,5.07,5.06,5.1,4.991,24522.0,000572
105,2011-06-14,5.06,5.12,5.14,5.041,30887.0,000572
106,2011-06-15,5.11,5.09,5.169,5.09,28095.0,000572
107,2011-06-16,5.031,5.021,5.12,5.021,33502.0,000572
108,2011-06-17,5.011,4.932,5.031,4.932,25262.0,000572
109,2011-06-20,4.942,4.773,4.942,4.753,31615.0,000572
110,2011-06-21,4.803,4.872,4.872,4.773,34821.0,000572
111,2011-06-22,4.862,4.853,4.892,4.793,24013.0,000572
112,2011-06-23,4.853,4.912,4.942,4.783,29904.0,000572
113,2011-06-24,4.902,5.09,5.13,4.882,73914.0,000572
114,2011-06-27,5.08,5.11,5.169,5.06,47053.0,000572
115,2011-06-28,5.07,5.08,5.1,5.051,26516.0,000572
116,2011-06-29,5.15,5.031,5.239,5.001,83013.0,000572
117,2011-06-30,5.001,5.051,5.1,4.971,42487.0,000572
118,2011-07-01,5.08,5.09,5.13,5.06,30966.0,000572
119,2011-07-04,5.13,5.318,5.377,5.11,122845.0,000572
