date,open,high,close,low,volume,amount
2017-03-10,3423.978,3436.239,3427.892,3423.937,7001619900,82161714923
2017-03-09,3442.895,3443.046,3426.944,3414.678,8457038100,90090049490
2017-03-08,3452.201,3457.035,3448.731,3441.258,7958769000,89124904682
2017-03-07,3446.163,3454.039,3453.957,3440.057,8033472000,94483824245
2017-03-06,3427.253,3449.034,3446.484,3425.904,8307088200,95178548496
2017-03-03,3424.663,3428.882,3427.863,3412.831,8099465200,90009618835
2017-03-02,3463.483,3468.471,3435.096,3434.001,8989807700,97876187925
2017-03-01,3452.206,3472.696,3458.438,3449.109,10326035400,109317781348
2017-02-28,3445.027,3460.909,3452.81,3441.359,7521526000,81979307361
2017-02-27,3471.132,3472.836,3446.223,3441.394,9867216000,106830874529
2017-02-24,3468.959,3473.852,3473.852,3455.251,9553513300,99875164759
2017-02-23,3487.575,3492.962,3473.324,3460.118,9953633000,106555922466
2017-02-22,3483.201,3489.946,3489.757,3473.524,10281599400,109232425841
2017-02-21,3475.058,3490.086,3482.823,3472.017,11484200900,120675429543
2017-02-20,3421.643,3472.604,3471.393,3421.643,13262886200,134681505159
2017-02-17,3443.617,3457.556,3421.442,3419.614,11460003600,118033129670
2017-02-16,3421.83,3440.933,3440.933,3418.351,10827696200,101809767504
2017-02-15,3435.388,3448.032,3421.713,3417.081,12764333800,124653179488
2017-02-14,3438.511,3440.675,3435.804,3424.403,9480946500,98537165438
2017-02-13,3416.917,3439.543,3436.275,3416.875,12014453800,125332998844
2017-02-10,3398.317,3422.326,3413.487,3398.03,12376872000,121908580284
2017-02-09,3381.899,3406.589,3396.292,3379.787,9755851500,102134228699
2017-02-08,3361.781,3383.686,3383.288,3347.43,7540287900,82869735773
2017-02-07,3371.77,3376.71,3365.685,3354.625,6375446200,69758178999
2017-02-06,3368.108,3381.335,3373.205,3358.752,6852136000,73408134768
2017-02-03,3390.932,3392.477,3364.492,3362.565,5518886100,57113853255
2017-01-26,3378.261,3395.885,3387.961,3378.261,6531664700,66488818305
2017-01-25,3361.656,3376.442,3375.904,3357.218,5837693100,62483395802
2017-01-24,3363.137,3371.32,3364.451,3355.899,6619422600,66049651289
2017-01-23,3359.054,3378.739,3364.081,3355.848,7555749800,76492660154
2017-01-20,3326.977,3358.412,3354.889,3326.374,6530046200,70831324310
2017-01-19,3330.952,3346.496,3329.289,3324.684,6615980800,63869709163
2017-01-18,3323.339,3350.962,3339.365,3320.406,7062322700,75680677264
2017-01-17,3305.6,3327.377,3326.356,3292.204,6945332800,74754505696
2017-01-16,3314.151,3322.782,3319.446,3264.207,15777913500,153262520121
2017-01-13,3317.963,3338.174,3319.912,3309.374,8418058900,84556101403
2017-01-12,3332.686,3343.128,3317.624,3315.963,8123913500,75031886874
2017-01-11,3355.801,3366.632,3334.495,3334.298,9107143800,86750457122
2017-01-10,3361.639,3370.505,3358.272,3354.088,8381916000,82533965080
2017-01-09,3345.748,3366.222,3363.901,3344.347,8370794200,87916115243
2017-01-06,3366.852,3368.871,3347.667,3346.891,8745911400,91072256748
2017-01-05,3368.34,3373.412,3367.789,3361.462,8833635700,91189339582
2017-01-04,3340.558,3369.566,3368.312,3338.153,9005082700,98014355468
2017-01-03,3313.953,3345.263,3342.227,3313.953,8656789600,87612765768
2016-12-30,3302.599,3313.55,3310.081,3295.751,7174411600,76921368838
2016-12-29,3297.036,3312.113,3297.765,3288.096,7008792300,75972960431
2016-12-28,3315.753,3320.547,3301.889,3293.174,6900043700,71759839566
2016-12-27,3319.206,3330.232,3316.385,3315.832,7548635900,79617133030
2016-12-26,3293.224,3322.421,3322.401,3267.048,8979398200,95493219936
2016-12-23,3333.401,3334.894,3307.599,3300.884,9744471300,99575473231
2016-12-22,3335.122,3340.363,3335.672,3322.72,9227724900,92564877570
2016-12-21,3313.745,3342.476,3338.536,3313.745,10825499500,106205485213
2016-12-20,3328.299,3329.102,3309.064,3289.268,8756959200,88527345889
2016-12-19,3342.345,3344.858,3328.983,3324.999,8164067800,86095693838
2016-12-16,3335.363,3356.292,3346.031,3330.493,9077542200,98112206845
2016-12-15,3363.86,3378.037,3340.434,3327.143,11496066000,121507811540
2016-12-14,3399.411,3412.28,3378.945,3378.266,12400774400,126182669414
2016-12-13,3394.207,3416.215,3405.036,3370.596,12110509700,124454188749
2016-12-12,3489.268,3495.802,3409.179,3400.793,18746775100,199163540831
2016-12-09,3464.873,3507.928,3493.7,3461.761,15030330800,152674867707
2016-12-08,3481.807,3484.34,3470.143,3466.512,11738392200,119188508676
2016-12-07,3458.369,3475.747,3475.747,3445.756,11434510300,115282194223
2016-12-06,3466.242,3477.59,3459.153,3456.807,11552909000,125727753193
2016-12-05,3473.688,3496.884,3469.407,3457.343,18085235500,190175061733
2016-12-02,3559.771,3562.55,3528.955,3516.788,19635548000,203742147476
2016-12-01,3543.956,3575.97,3565.036,3543.245,18017076100,199637742998
2016-11-30,3557.636,3567.069,3538.001,3527.023,17856017800,190681227631
2016-11-29,3525.901,3583.719,3564.04,3521.379,23691835600,248322816339
2016-11-28,3538.675,3553.36,3535.081,3528.32,20737548300,219859766828
2016-11-25,3490.04,3521.303,3521.298,3463.948,15362150600,166832181108
2016-11-24,3468.807,3508.165,3488.74,3467.011,14574630100,165071453531
2016-11-23,3473.895,3492.956,3474.729,3465.764,16238850400,171247116196
2016-11-22,3443.22,3469.219,3468.364,3443.22,16852344600,167250665827
2016-11-21,3412.652,3463.142,3441.111,3412.08,14643452900,147542589349
2016-11-18,3437.49,3443.119,3417.455,3413.27,11595120500,117345607612
2016-11-17,3423.465,3437.669,3436.535,3412.877,12156173100,121576882948
2016-11-16,3432.434,3435.637,3429.592,3419.244,12980851100,128944599173
2016-11-15,3428.866,3434.922,3429.87,3415.995,13456632000,135206770523
2016-11-14,3409.224,3452.616,3430.248,3408.139,21324710500,208353308629
2016-11-11,3387.948,3422.672,3417.221,3382.893,19878149600,190647270040
2016-11-10,3374.906,3403.016,3390.612,3374.906,13470553500,133277399553
2016-11-09,3370.6,3373.096,3353.055,3322.08,13911005900,145186921690
2016-11-08,3367.697,3383.917,3371.118,3361.129,10314828200,105138256061
2016-11-07,3353.444,3362.742,3356.592,3342.312,9987798800,94370876771
2016-11-04,3362.206,3377.639,3354.175,3348.426,10406965500,110813764577
2016-11-03,3326.905,3379.989,3365.085,3324.838,12622350400,137386468361
2016-11-02,3350.71,3356.397,3333.352,3331.384,9119710400,100348995733
2016-11-01,3338.71,3359.394,3359.052,3334.457,7493819900,84717683750
